"sentiment","tweet"
"positive","Layin it down...wish my HB were here or vice versa. Only 3 days to go baby!!!   Hope u feel better in the A.M. Night fellow tweeters!"
"positive","@QUEENIE909 hum nice 1! lol take something..LOL yeah party over there, haha u kno them drunk ass's  Will i b seeing you @ Janets party??"
"positive","Sent an email to one of my undergraduate professors - she replied back saying I made her day "
"positive","@jia_zhen it's an odd little thing isn't it, 'is it from another planet?'.... but i think i like it "
"positive","@GayTwink just for future reference, since i know you plan to message me hourly, its mykl4 with an L not a 1 "
"positive","@FRESHselects haha..okay! "
"positive","@katayy what do you think of Kelly clarkson? her new album has been pumping through my MP3 player for weeks now "
"positive","Morning Tweetland, a long day ahead! Hope everyone has a great day  "
"positive","Really enjoying my DSi. Will update pics, profile, etc. tomorrow. Off to bed "
"positive","@bejithebear hey there..so cool to hear about the focus group...i am signed up for wed, hope ours is as fun as your was "
"positive","on facebook "
"positive","@MyNews24 No such thing as too many public holidays  I'm looking forward to lots of chocolate too!"
"positive","Now on twitter! How fun! "
"positive","@pepstein Type it on the blog post and print it "
"positive","@levimorales glad you liked! That Henry Ford had a good idea every now and then, didn't he? "
"positive","@mistressathenax oh lets let it be a surprise. "
"positive","Went to Calgary with some of the lads (Gaspar had to sit in the boot  ) to watch the Flames versus LA Kings. Calgary won 4-1. Nice night."
"positive","@RumLover if more than one lady agrees to attend with with you then I am fine with it! "
"positive","@lucky_23 Your avatar is teh purdiness "
"positive","@ColorBakery http://twurl.cc/qs4 Try this page "
"positive","Working on the new Cricket game for the i-phone...you guys will like it i am sure  http://www.youtube.com/watch?v=771uKX4zhZQ"
"positive","@nicolerichie  I remember Anne of Green Gables - My sister and I used to watch it when we were younger! "
"positive","@christy8_77 and just when did you arrive? hiya girlie "
"positive","@McCainBlogette Head over to the nearest Walgreens.  You need ear plugs and beer STAT.  "
"positive","Lookin @mellyford Bet right now. She's like kryptonite , she stops  me dead on my feet. Love my Melly "
"positive","@mozy19 you and me both   go #canucks go!"
"positive","@thesouthernstar haha... sarapan aja belum kok, udah disamperin sama client di rumah...  "
"positive","still buzzing from SIETAR... thanks to @pattidigh for pushing the old boundaries - boy, someone could make money off a twitter manual... "
"positive","@LouisGagliardi hahaha... shiiit, dont i feel like a douche bag =/ hehe! thx for the tips anyway  much appreciated!im glad to be different"
"positive","@veronica78 I saw that before it got changed. HOT. "
"positive","@loveistoartas I love that movie. "
"positive","@Staci_Marie I have to go outside to smoke, so I do that all the time. I live next door to a bar so the sounds aren't always soothing lol "
"positive","@veronica78 guess i better make more tweets for @JonathanRKnight to give us a &quot;sweet&quot; bedtime story!  plz!"
"positive","@franceskim thanks i had a lot of fun...vegas is always a good time for me "
"positive","Work like you don't need money, Love like you've never been hurt, &amp; dance like no one's watching. Good Night Tweethearts! Till tomo... "
"positive","The train is travelling at a speed that will get me to the gym before work "
"positive","@marlycat  :o do i have 2 say hey to continue been followed?!  ily "
"positive","@zukyleigh. That...was beautiful. Please madam..give us some more! "
"positive","Had a good time at Eat n Park drinking a latte and playing Munchkin Impossible with @Chriswolfe2007. "
"positive","Ok so I lied... Late night cravings and George Lopez got the best of me. Lol. So much for community service tomorrow "
"positive","@RayWJohnson ha ha ha! I bet you do! "
"positive","@staceysoleil  yep..lol  I was bored... Edward is hunting with the guys.."
"positive","@k3n13 encantado..  been looking for stuff like that for the past few days.."
"positive","@ddlovato , i lovee you  check out hermans hermits. old, but classic group  i got like 4 of their songs stuck in my head  reply? &lt;3"
"positive","@MFeatherstone way to pick a winner! "
"positive","@SophieVeronica today was rad. we made it into the finals for cross country YAY. love you sophie &lt;3 (L) ps everythins cool with my mates "
"positive","Trying to figure out a way to pay it forward "
"positive","@middleclassgirl well that was succinct "
"positive","@una_avion2010 Sorrry, I'm doing like 29823782 different things. Kevin Jonas' Girlfriend "
"positive","@FakeCedric Hey Ced, this is KingdomGuard "
"positive","Today was so great.  My roommate and I played some soccer and I also got a nice run in on this sunny day  Time for some reading and sleep."
"positive","@mrskutcher I keep forgetting you are in a different time zone than normal! I see your 'tweets' about the morning when it's 10:45pm here! "
"positive","@darylsws  Morning  What's up?"
"positive","@duanestorey Happy birthday "
"positive","@Hayvock good luck man i hope you get the jop "
"positive","@holytshirt Glad to read it! "
"positive","@FoxWhisperer that's cute! If you find an LS4, that would be excellent "
"positive","@swirlyarts Thanks for featuring me on Cuteable yesterday "
"positive","@almostsurprised yes sure did "
"positive","oh oh oh!!! gonna go buy Twilight on DVD today  I have to extend my overdraft for the 2nd time in as many weeks so I may aswell!!"
"positive","One sixty six in bowling. Holy shit lol "
"positive","Mackie Manhattan is in the building "
"positive","@stevecla it is a wallpaper with Red Square I was asking for "
"positive","@amandahesser thanks!  i couldn't have done it without you  "
"positive","@KingdomGuard @hothobolover I guess we will make him have guest appearance in ours then "
"positive","yay finally  lmao"
"positive","Happy Birthday to my little girl Jasmine! She turns three years old today. Throwing her a mini b day party tomorrow with just us. "
"positive","@JonathanRKnight or are you a Mac?  then you could do anything! "
"positive","@heidimontag FKN FAKE THATS WHAT BUT I FUKIN LUV U  AND LAUREN IS SUCH A BITCH."
"positive","finally got approved for the apartment. Mandy and I really deserve it. "
"positive","Talking to alicia about twitter "
"positive","Up early again. Work today, off tomorrow, course Thursday, off Friday. So not so bad! "
"positive","@bustxamovex i love you "
"positive","Going to bed so goodnight everyone  and sweet dreams  http://twitpic.com/2y2e0"
"positive","Dancing around the room in Pjs, jamming to my ipod. Getting dizzy. Well twitter, you asked! "
"positive","I like saving money "
"positive","is now followinq @DAChesterFrench , you shud do tha same "
"positive","signing off now  ttual"
"positive","can't access his bank account ;) this is going to be fuuuuuuuun "
"positive","@therealnph Hey NPH, whats up with all the strippers you're following? "
"positive","@adamdexter i can't wait to see you buddy "
"positive","my very first twitter  awww"
"positive","has discovered that she loves easter crafts, eggs, hot cross buns... feel like watching the prince of egypt to aid my easter meditations "
"positive","@0mie no thanks. I don't like jail "
"positive","@FoamingBBQ I had to read it last semester.  By &quot;read&quot; I mean skim for keywords and read online outlines.   Got an A too "
"positive","Ta all for bombarding me with links to the HO story, 'tis old news &amp; I was in Chessington w kids  Onwards"
"positive","Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie "
"positive","I am freakin grateful that I don't work at Fontana Fitness anymore! "
"positive","@i140 I hope that Scentsational doesn't get dissed "
"positive","Time for breakfast and then off to work. Going to visit a musical tonight. Looking forward to that "
"positive","@frankiekillsyo chocolate chip waffles "
"positive","@TrueGabe yep to the wine, and feijoa sorbet, muffins, chutney etc... we have a large tree  always open to suggestions tho "
"positive","@blackehart Gratz on the film! Very awesome!  Favorite Nazi? Oskar Schindler. "
"positive","Looking forward to having dinner cooked for me again tonight! What a wonderful man I have.   Could use a nap before dinner though!"
"positive","stressing over this math test...uhhh....2 days till spring break!!!! "
"positive","@thebigfelafel Oh, just saw this reply, I guess ignore number 2 in my DM "
"positive","God is a faithful God...i said promising and promising it was. Time for bed...so tomorrow may bring another beautiful day  goodnight luvs."
"positive","@i_reporter answer sent in dm. try it "
"positive","Welcoming two soooper dudes @Sayanosauras and @vinu_ms to twitter "
"positive","Sitting in Sydney text-skyping my Dad who is in LHR dep lounge on brink of latest holiday adventure. Love the connection. "
"positive","@emmajapan Congrats on being so quick for your double pass. Pls email your details to sales@fashionpalette.com.au to claim your tix. "
"positive","NOT LONG until our site goes on line  4 more hours to go "
"positive","Time for nite nite I guess "
"positive","Latest blog post (repeat transmission for my American &amp; Canadian friends). Hope you dig! http://bit.ly/13vpz "
"positive","well tweeps, im off, i gotta have a shower then go get a haircut. good bye everyone "
"positive","@BlegooPR It was a mere quote, that's all "
"positive","@theaptour thanks so much "
"positive","@aussiecynic is it? why? well then indonesian school could be a great place for me at this point "
"positive","just posted a blog on being single... go check it out yo  "
"positive","@OfficialPRofOZ you deserve it  you work very hard for Oz!!"
"positive","Holy he'll, just had an epic Aporto burger with epic amounts of chilli sauce "
"positive","@LindzNicole so let's make it right! "
"positive","Misses his nephew/godson. Come back to me Mr. Malachi. "
"positive","/nickserv register izon 123456 xxx@gmail.com  re: http://ff.im/1XVdh"
"positive","CONGRATULATIONS TAKAMASU ISHIHARA AKA MIYAVI! "
"positive","had an amaaazing day.  Running, sushi, shower, beach, uno on the beach, fun. "
"positive","interpretor...sounds cool  ,but i am soo sleepy XD"
"positive","@BeadieJay Thanks (twice).  Work start date put back again. Maybe Thursday. Maybe after Easter."
"positive","Another day in the office... 2 days to go.  http://twitpic.com/2y2y1"
"positive","haha, jeffree star's comment to me didnt make since but i still luv him. i am like wide awake and freezing! listening to lady gaga "
"positive","alirght folks! time for bed. catchya tomorrow "
"positive","Excited to watch Gossip Girl later! "
"positive","@lanaveenker It's not as much as I appreciate the information. Thanks! "
"positive","@mistygirlph - hehehe. that was my halloween costume  we only have Friday off. flying to hk"
"positive","@musicaddikt787 its good for you crystal! "
"positive","im going to danniis party nd im gona dress up as a giant duck  yaay!!"
"positive","@ma_shinka go on, Mary's listening "
"positive","jumped off the wharf today. in the coldest wind and rain...really cool "
"positive","leave approved! europe here i come  thanks singapore airlines for the cheap flights "
"positive","agghhhh  looosing my mind!!!!"
"positive","@adeline_sky  that sounds fantastic! You're amazing! We need to watch some Muse gigs too! Shall we do it Saturday night?"
"positive","@mileycyrus Juz watchin' 3 eps. of your show HM, I must say I instantly became a fan of urs! ;D Lovin' ur humor so mucho! More power 2 u! "
"positive","@PushPlayNICK &quot;Grandpa wants an ice chest and some beef.&quot;  George Lopez rulesss!"
"positive","Hamu is on my tour tm!!!! I'm excited "
"positive","and also, i'm leaving - see you on the train all.. "
"positive","@blueflameit I wish they are all ex red arrows and I have had the privilege of flying with them  http://theblades.biz"
"positive","@theragingocean BonJour Spacecowboy,I wish I was either of it .I work with Kids, can go out whenever I want and go wherever I want to "
"positive","@UrbanThai  and you have me to thank for that "
"positive","can't wait for vegas "
"positive","@AdamCSmith RE: your french word. sorry, but it looks like you're going to have to try harder...its down 11.5%  "
"positive","is learning to Tango with D "
"positive","New Peter Alexander stuff always goes down well "
"positive","@ParkRat It's my view, not yours -- yours is the same "
"positive","Waiting for Chris to make my dream come true &amp; give away DAY 26 tickets "
"positive","Tired as ever! Ready for bed! "
"positive","Is lying in bed with a babe "
"positive","Once, I told him a story about ghosts being in my room.. For days, he talked about being very afraid. This kid knows how to heal himself. "
"positive","@_Flik_ You'll have to sweet talk her  make sure she knows you are a hard worker."
"positive","@annabellee dry sweet potato, huh? "
"positive","is it wrong to always have oatmeal in your bag? "
"positive","@alexandramusic congratulations on winning an award  x"
"positive","@hertbeat it is still only 1st coffee of the day for me ! Happy Tuesday, off to see Jeff Dunham and Achmed the dead terrorist tonight ! "
"positive","@jcrillz so's the real Common these days... "
"positive","Watching spongebob till I fall asleep "
"positive","done with &quot;The Hills&quot;......have the flu....I think? But I need a smoke. LOL. "
"positive","Survived the night time gherkins.  Heads swimming with ideas this morning.  Only a few of them are actually workable. Time to get busy! "
"positive","@ryanjschmidt  happy to 'give the GEARS' to one @ryanjschmidt  "
"positive","@cookrn woohoo!  yeah that day i was rockin it hard core  "
"positive","@Brajeshwar Wow that's something unique. I wonder how they trace &quot;our&quot; roots "
"positive","watching hairspray, as normal :3 I updated my myspace btw, check it out  [check it lauren ;) lmao]"
"positive","@Natlbug22 aww I'm sorry. Yeah, my work life is becoming... Intense... The sunshine is fabulous  missin you..."
"positive","The Super Red Diva !!!  Stupid University "
"positive","@soulforce84 at least he's in good hands "
"positive"," just watched the movie Wanted... it was pretty darn good."
"positive","cheeck thiss hand cuz im marvelous ;) boy.. idk hoow im gona make it threw this weeeek "
"positive","@LauralKGW It wouldn't be Easter in the Portland area if there wasn't rain.  I have 18 years of experience in it. "
"positive","@Tammi_LA Not for work...just for personal fulfillment!  I'll call/msg you tomorrow, maybe we can work something out!?"
"positive","@bloodandmilk Neat!  Red Cross &amp; Red Crescent-Red Lion with Sun (that one was withdrawn--Unity, I stand with them. "
"positive","@Clamson NOOOOOOOOO!!! As cool as Iron Man is, women are way better. On the other hand, Iron Man doesn't nag or talk back.   "
"positive","@TonjaC Good night! "
"positive","Off to bed! Night people. "
"positive","@dustyedwards Of course! Have a good one! "
"positive","goodnight "
"positive","@JayJayKlees Well, I think you should go search for the pot of gold "
"positive","&lt;------ Branded "
"positive","OK..only 2 more hours left...and nobody died or got shot tonight! phewww!!! good night's work, will rest easy on days off  yayyy"
"positive","@starrkissed hope you feel better  J"
"positive","@theDebbyRyan Hey Debby "
"positive","@karanbir I'm going to Subway because I'm fressh  Happy Spring Break."
"positive","rawr!  boredd out of my brain "
"positive","is home. Hmmm how lovely to be in 85 degree weather. "
"positive","@lsndr87 Good Luck Girl "
"positive","reaching amritsar in an hour and (if i find a bus) should be at wagah border by 2pm  - http://bkite.com/06fuJ"
"positive","@ycsing that's nicki our monday night drag queen... "
"positive","@Jonathanrknight so good knight and sleep well.  I know I will now!! "
"positive","Coffee! ...and in less than 24h back on the plane "
"positive","@kyleandjackieo GOD! send ME some of your clothing that you don't want.. hangbags too please! anything! ill cherish it "
"positive","is eating frozen grapes, in an effort to fill in his desire of sorbet and BTW they taste amazing. @pogosaito got another bushel o bananas "
"positive","Watching Serendipity on the phone then sleeep! Night. "
"positive","@Honey3223  Honey goodnight I am up really early in the morning busy day will catch up with you later tomorrow "
"positive","@PapaLazarou aha! 2 points to Ang, 0 to Kilian. I'm getting better at this "
"positive","Studying with friends!  that's my update"
"positive","@jaredleto Just started to work. But it's the last one before holidayholiday!! "
"positive","@GhostTheory sorry, I'm a little late on this response to the 'sample of EVP question'... which one are you referring to?   J"
"positive","@rogieking Congrats on the newborn! Our first is due in June "
"positive","@Rachel_New A teeny bit? You dating a leprechaun? "
"positive","@jazz_nash ahaha im sure it is. lol "
"positive","@nicolerichie Opps I meant &quot;summer vacation&quot; I had the cassette tape "
"positive","@LittleLumen walking over to put the deposit down tomorrow "
"positive","@arlenecd OH ISH!!! I WAS JUST KIDDING!!! WHERE IN CALI IS THIS @?!?!? "
"positive","I Joined ShoeDazzle Society by @KimKardashian I am Excited! Can't wait for my Shoe selection!  Link: http://www.shoedazzle.com/"
"positive","@Roses_Are_Red yay thx "
"positive","Good Morning TwitEarth! "
"positive","@colinsteers http://twitpic.com/2vzw6 - Look who's half naked... again "
"positive","still thinks twitter is a hipster circle jerk "
"positive","I'm going so good without myspace, msn and stuff "
"positive","@Laura_McAuliffe errrrr oops, i could possibly me mistaken  i didnt know any Aussies follwed me lol."
"positive","@Matt8U me too. :] maybe i'll see you there? i mean, its not like there are going to be thousands of people anyways. ha. so stoked. "
"positive","watching star world "
"positive","I'm adding my fellow PFers.  Nice to see so many of us here, too! "
"positive","@ingridmusic I can't wait! I'll def. come out to see you when you come to Portland "
"positive","@special72 Thanks, Special 72!  "
"positive","@FallenStar1 YAY!!! (even if i can't go *pouts*) She's supporting morrissey on one of his CA shows too which makes me happy "
"positive","@JustDes Thank you  Hope it's not going the suck way today! (LOL!! Yes, I am aware that sounds soooo wrong!!)"
"positive","@dfizzy Hey There ! How are you today? "
"positive","@ThomasGudgeon really! awesome  just downloaded a mp3 track, trying that...."
"positive","Ahh, the tedium of fixing broken file links in Inventor.  Good times.  "
"positive","@dougiemcfly good morning dougie and tom. how are you today? "
"positive","First day of three month secondment to a client today. Bonus points: their offices are about 10 minutes walk from my house "
"positive","@kcarruthers *flicks hair* I prefer to be called a &quot;twenius&quot; "
"positive","Starting a busy day at work happy that @geoffjones rang me from airport "
"positive","@deepbluesealove I was never an early morning person so I really didnt have anything to get over "
"positive","@xShorty4Lifex thanx  "
"positive","@Sexxyindividual well i dunno..i didnt give him an ans yet  u kno who am i talkin bout??"
"positive","@socalgurl83 LOL nice, thanks for translating "
"positive","Sleeeepin. Gotta rest up to finish painting "
"positive","@frenchGCfan I live in Sweeeeden  it's SO boring here -.-"
"positive","Friend just asked me to be his Best Man. Guess that means a trip to Twin Falls, ID next year  What are the responsibilities of a Best Man?"
"positive","I'm gonna be up for a while soinma be posting lost of tweets  just for you martha LOL"
"positive","@AnnekaF Haha, I'm not that silly I'd need another job first. Got more plans into motion for moving overseas now anyhow "
"positive","@WBPodcast Hells to the no.  I only room with @demmalition.  "
"positive","@XPhile1908 &quot;convenience&quot; of the remedy &lt;---That's just cuz you are a doc!  #24"
"positive","Did You Know what is happening? - http://www.youtube.com/watch?v=IUEhASXb8EM isa un kodoliga futuralogija "
"positive","@ddlovato I will gladly give you the squirrel in Jenny's house if you join us. A SQUIRREL. It'll kill two birds with one stone! "
"positive","*honestly* jus went to a random page on Myspace &amp; they had my song on their profile!  that shit was random but jus makes me work harder!"
"positive","@KeepinUpWKris omg you are the best mom...your girls are blessed "
"positive","@ninjaguitarsex I'm pretty sure the show part is just for before the show. Then it's like Twitter for the whole NIN fan community. "
"positive","amidst all these recession talks, my friend told me yesterday that she got a pay hike  it sure is a nice to hear that."
"positive","@allan_at_rogue thanks Allan! They are photos from a Joolz Soiree I held up in Brisbane last year "
"positive","@mileycyrus napping, i guess "
"positive","is reading manga  http://plurk.com/p/mzp1e"
"positive","waiting for the clock to turn 5 so i can go home "
"positive","Across the Universe. Sleep. Rehearsal tomorrow. "
"positive","Exhausted. Even so, my bed is super comfy/cuddly  Overall: content."
"positive","@craigsutton     that's a long-time, good for you!   "
"positive","@ninasplayground I agree.  My kids got &quot;Who am I&quot; 4 Christmas. It's bn fun but I caught my 4 yrold cheating by looking at reflection in TV"
"positive","@kamy775 ok..I did it...hope it works now "
"positive","@LissyM ahh i only just saw you'd written that where does it tell you that someones spoken to you? this sucks but mcfly got it haha loser "
"positive","I feel so free  watching FRIENDS my favorite show!"
"positive","@snake66 hehe  I knew someone would do the deaf joke :oP  Catch you later hun "
"positive","@mcawilliams I saw them live a few years ago, surprised at how calm they looked on stage. "
"positive","@epidaetia whats bad abt it? good thing indeed  congrats..when is the summit"
"positive","@DonnieWahlberg Great words of wisdom D-Dub!! Now can you tell the doctor to let me have some alcohol &amp; caffeine!! "
"positive","i went on fb and wasn't bothered to check all my notices. "
"positive","@nicolerichie YES! lol...when you live in canada, anne part of your childhood. I grew up with all the books and tv series "
"positive","@everyone if im following u. . .its mandatory u follow me "
"positive","pierce surprised me w/ 2 koi fish today! he's the best!!!  did i mention he's remodeling the whole apt?i'm so grateful for him in my life!"
"positive","being sexy and really happy "
"positive","@nicolerichie that was my favorite show/series when i was little! "
"positive","loves having a lot of work that needs doing, this should keep me occupied for the next 2 days.  http://plurk.com/p/mzyb1"
"positive","@nanalipzz89 lol okay than "
"positive","@KourtneyKardash i hate morn workouts bc i love to sleep late  ha have fun in mexico! love the show, is the trip gonna air on keeping up?"
"positive","#nightcard The Star: what a wonderful card for a new beginning both for you and Ankie 1.0  Welcome! "
"positive","I saw Natasha today and it made me so happy. "
"positive","so sleeepyy.. finally the load of laundry i had to get done is DONE  good night everyone"
"positive","@Starrbby when u move back to jersey its gonna be better "
"positive","http://www.youtube.com/watch?v=cLe9pJSRas0 Where have all the flowers gone, Peter Paul &amp; Mary  My fav, def."
"positive","Gettin' down to some Hollywood Undead. Mmmmhmmm "
"positive","@JonathanRKnight you can DIRECT MESSAGE us/me/all of us...whatever you want "
"positive","@larry_david your material is inventive, intelligent and absolutely HILARIOUS --&gt; can't wait for the new season of Curb "
"positive","On train to Star #Trek movie premiere with my golden entry ticket to &quot;A Reserve Circle&quot; "
"positive","@Lou911 Aww, thanks "
"positive","@saravananp mine is B North. Still need to decide 'aaru hithavaru ninage ee moovaroLage' to vote "
"positive","is now at FILDIAS  http://plurk.com/p/n03es"
"positive","@TJ_Sopher damn right - the grill is always open down here "
"positive","@NaiveLondonGirl Why howdy maam. I'm fine n dandy. And if ur naive I'm a dutch man's uncle "
"positive","wants someone to listen to love songs, and think of me "
"positive","@glutenfreegirl  well, I'm doing whatever our neighbor tells us, and if that produces vegetables, I'm cooking them!"
"positive","@Monkeymoo2  You probably neded it. thank God that you are O.K. have a Good Day across the pond "
"positive","I am gonna help my mom get a twitter "
"positive","Bryon is my tea bitch "
"positive","just finished painting the tree for my mural.  I can't wait until its done."
"positive","@jenniferg07 it is all in good fun we know you don't want to kiss a girl. "
"positive","@zzap I'm hiding  And there's not much point anywaysss"
"positive","@ThisismyiQ Q g0 t0 bed!!  wat r u doinggggg??"
"positive","@MelanieMerkosky  heres a link to a blog post i made about how to sign up for you and angel http://babyboxes.livejournal.com/123900.html"
"positive","@turtlebus i want a seahorse. "
"positive","So glad to be back, and so glad to have a short week.  "
"positive","Another bright sunny day! - Island must have driftered south over the last few days  Oh well, time to eat then off to work"
"positive","Going to go and read new moon for the 3rd time  I cant get enough of twilight series "
"positive","21 Days till chris comes home and 67 days till summer "
"positive","@hawaii808shellz hAhAHA!! omG! we wer bOth laughiN off d hOOk!  cuz das hOW we roLLL...ryt sheLdawg?"
"positive","thank you sexxy flower take your time.. happy sleeps and wet dreams.. luv ya babe!!!! "
"positive","@musicthelev owww, mau donk diajarin... "
"positive","@Bokul lol... that was a jhoke right ?? Get OpenOffice. Free to download and use  - No cracks, no piracy. Makes M$'s life hell"
"positive","@wendy_bowser Thank you for the kind words!  I appreciate it.  Have a great night "
"positive","@elmardc ok thanks elmar! "
"positive","Dang. Heroes and The Hills amazed me tonight!  off to do more studying!"
"positive","@NEEFFRESH DON'T TRIP MY TWEEZEY FOR SHEEZEY... I GOTCHU "
"positive","There's always something good happening in our lives. We just have to open our eyes and take time to realize... "
"positive","@ManyaS "
"positive","@micresendo3000 I suck at math but I understand sex really well -- this is the sort of mental image that is useful "
"positive","@rachhiiee_ im sorry im not a neetball deeeeb.   nah jennys mine  she talks to me on facebook."
"positive","I'm glad jelly beans are in season because I have been craving them "
"positive","@FrankSchuil IRL is way more user friendly in my opinion "
"positive","losing time "
"positive","@MrTweet_Alert Would you please email me? I can't seem to get Mr. Tweet to work... Still. What's up with that? Thanks. "
"positive","I loved today "
"positive","@paulmonkey yes has all the sugar and salt to rehydrate you quickly "
"positive","@hanlly That was a cool blink song. "
"positive","@saratoga  thanks for the LP endorsement "
"positive","@rveturis that is very sweet of you to say "
"positive","@missrogue I'll by drinks for anybody that can pull off Boy Named Sue by Johnnie Cash "
"positive","BOOM BOOM POW-oops "
"positive","@hsumilo too much playing wii la ... dont bluff "
"positive","@nikan Did it just begin to... reveal the true nature of the company? "
"positive","Most awesome.. Built a fileserver/NAS/firefly server serving up my music to iTunes. "
"positive","I'm getting ready to drink tea.. Emma's gonna eat some Rice meal. "
"positive","@legmar @linnix glad to see my household problems entertain you "
"positive","Good morning my little lovely fairy  My lovely fairy who is flying above goddess of love! Hey goddess watch out!"
"positive","ahhh loved this sunny day....I am working a good sun burn on my nose "
"positive","Fitnessdk with Rebecca! Nu k����r vi!! "
"positive","@elizabethkle I like that quotation! So true. Miss you housie! Hope you're doing well "
"positive","@erin2011 If you have any questions about journalism don't hesitate!   Good luck with everything!"
"positive","had a great ending to a great day!  Being brave pays off.  Thank you Jesus-seriously.  Now off to watch the Hills and then bed!"
"positive","@heidimontag I think that it's going to be a good season "
"positive","in bed with an headache. my first time on twitter. let's see if I manage to upload a photo? "
"positive","in France tmrw "
"positive","@point_moot Odd, I was just listening to the scotch_mist version of &quot;15 Step&quot; when you replied. "
"positive","@laurenrodriguez try it and see. it's all trial and error. "
"positive","Giant Drag &quot;Wicked Game&quot; ? http://twt.fm/32811 #musicmonday - Better than the original &amp; the commercial promo song for Nip/Tuck season 5! "
"positive","@Kelly_N_Va by Jordan, I think he's got it!  "
"positive","@Cath_B  No didn't know he was here. Will do now  Is he real though? Lots of fakes about"
"positive","@ontheMAPP DITTO! not as good as the Nirvana Sandwiches "
"positive","So far kinda really liking Espresso over Dreamweaver. Handcoding html/css ftw "
"positive","Hi @ladyexec: Found you through @MrTweet. loved the positivity in your mini bio and thought it would be good to connect "
"positive","hehe, I'm such a dork, but I like my hat anyway.  "
"positive","ryanrossfanz  &lt;-- FOLLOW THEM!  Ryan is uber!"
"positive","@polaroidskyline they're right, you really should be famous. haha. "
"positive","@miketomalaris I'm very, very, very excited about the live broadcast of Paris-Roubaix. "
"positive","@MidLifeCrunch strange your page is just like our company "
"positive","going to bed little early today.... whole half hour early... lol "
"positive","@mrskutcher Hello  How's the family goin?  hope good ;)"
"positive","Karaok� @ Figa on Mondays feels like a Gossip Girl episode! lots of fun. XOXO "
"positive","Hittin' Blackpool Pleasure Beach With Besterzz + Other Besterz + His Mate; Who Aparently has a 10 Pack!! Whaaaat! Serious!? Haha Yeahhh "
"positive","my body's aching to rest, my mind's so freakin alert, my brain can't absorb a damn thing. but i must endure............ sike. gnite "
"positive","@yoavsegal Morning "
"positive","@Jeff_Sparxxx well in that case, you know what i mean hahaha. i love a good __________. (fill in the blank with the role of your choice.) "
"positive","@malcolli who doesn't love fuzzy crits? "
"positive","@davesjessica wouldn't want you any other way! "
"positive","@marcfennell now thats fun!!! enjoy the premier. "
"positive","Monsters Vs Aliens in 3D was fantastic ... Ginormica is my new favourite superhero "
"positive","picked up my new car this morning "
"positive","@StacieLane  How are you? Was good seeing you @ Lip Service last week!"
"positive","since posting the 2 new photos on my website with the kids my hit count went up...way, way, way up. love to china for 5,000 views alone. "
"positive","@urbanpinkpixie haha true. Drama is good every once in a while "
"positive","@blueargon I lived the first handful of years of my life in Jacksonville, NC "
"positive","Week 2 of the fitness challenge and I'm starting off strong.  Just submitted my stats for the night and it ain't bad "
"positive","@stacylav Then I'll you a Vancooooooover shout out to your new &quot;personal&quot; account. "
"positive","@LizMyers first impressions are good actually, like the design, a happy-summer feeling "
"positive","Im getting nervous that this trip tomorrow may be a little boring. Haha oh well, i always have my trusty ipod and my books of course  lol"
"positive","Catching Up on Emails, RSS and Random BACN. Then I'm cutting out early tonight (11:30PM) to have Dinner with @lauraw "
"positive","@dhewlett Ignore a mySQL problem until tomorrow? You're definitely still a system admin at heart "
"positive","Sleep. Then AT&amp;T in the morning. Oh the sweet smell of the boys of summer. "
"positive","And p.s. I'm getting paid to boss my sister around "
"positive","@briancrouch yeah, you and i are both rockin' bothell. maybe i'll see you at the next event or fred meyer's or something "
"positive","@MistressDragon Ah it's ok, I couldn't think of a nicer way to be corrupted  #blib"
"positive","No hunny, there are no vampires ... just bloodsucking salespeople that steal daddy's money...  Day 1 as a Lycan."
"positive","@cashless lol @ go away...booo doesnt mean it wasnt a date cuz it was her  *jokes*"
"positive","Just published a new post on my blog, 15 Neat Print and Use Freebies http://twurl.nl/w1kpvd   (via @dezignMusings)"
"positive","Megan is hanging out "
"positive","@jentheju don't cry "
"positive","@MussoMitchel Hey you should go on tour sometime with your brother! Metro Station is freakin awesome! "
"positive","@jerichoK haha its 3pm here. good afternoon! "
"positive","@hellhousemedia ok thank you for the modivation "
"positive","@JonathanRKnight Oh its real Jon!  We all r so excited that u and the guys came back 4 us.  We appreciate all you put out there!  "
"positive","My spring break= watching moviess all day everyday for a week "
"positive","why does Brissa not even know she has a twitter? -Lauren "
"positive","@iamdiddy good job! yeah i feel you. working out can be annoying sometimes but its definitely worth it in the end "
"positive","soon, i'm going to bed "
"positive","@shilshi older by a few days on twitter! let's see who puts a profile pic first "
"positive","@JonathanRKnight HOWEVER, I'm NOT turning status updates on 4 u becuz I have insomnia &amp; u'll just wake me up. Only D is allowed 2 do that "
"positive","@mademoiselledee That is one freaky movie. I like &quot;I got life&quot; "
"positive","goddamn you Danny, i started your video then realize its 11 fucking minutes, I WANNA GO TO BED!!! lol i do love his Video Diaries though! "
"positive","@CheapyD sweet, new episode of cagcast, thnx cheapy "
"positive","@marge_and_puds YAY!!! im your first follower!! "
"positive","@RightNowRadio here's one more music to cool it down.  ? http://blip.fm/~3x99s"
