cue,pos_cue,pos_feature,pos_translated,a1,a2
meteorite,noun,other,noun,characteristic,none
meteorite,noun,noun,noun,numbers,none
meteorite,noun,other,other,none,none
meter,noun,noun,noun,none,none
meter,noun,noun,noun,actions_process,none
meter,noun,noun,noun,person_object,none
meter,noun,noun,noun,third_person,none
meter,noun,verb,noun,present_participle,none
meter,noun,adjective,adjective,none,none
meter,noun,verb,noun,past_tense,none
meter,noun,noun,noun,present_participle,none
methodist,noun,noun,noun,person_object,none
methodist,noun,noun,noun,person_object,characteristic
methodist,noun,noun,noun,none,none
methodist,noun,noun,verb,actions_process,none
meticulous,adjective,noun,noun,person_object,none
meticulous,adjective,noun,noun,none,none
meticulous,adjective,adjective,noun,characteristic,none
meticulous,adjective,verb,noun,past_tense,none
meticulous,adjective,noun,noun,numbers,none
meticulous,adjective,adjective,adjective,none,none
meticulous,adjective,noun,adjective,person_object,none
meticulous,adjective,noun,adjective,actions_process,none
metric,adjective,noun,noun,numbers,none
metric,adjective,noun,noun,numbers,numbers
metric,adjective,noun,noun,characteristic,none
metric,adjective,noun,noun,none,none
metric,adjective,verb,noun,past_tense,none
metric,adjective,noun,noun,actions_process,none
metric,adjective,verb,noun,present_participle,none
metric,adjective,noun,verb,third_person,none
mexico,noun,noun,noun,none,none
mexico,noun,adjective,noun,characteristic,none
mexico,noun,noun,noun,characteristic,numbers
mexico,noun,verb,noun,characteristic,none
mexico,noun,verb,noun,present_participle,none
mexico,noun,noun,noun,numbers,none
mexico,noun,noun,noun,location,none
mexico,noun,adjective,verb,past_tense,none
mice,noun,noun,noun,none,none
mice,noun,noun,noun,numbers,none
mice,noun,verb,noun,characteristic,none
mice,noun,verb,noun,numbers,none
mice,noun,adjective,noun,characteristic,none
mice,noun,adjective,adjective,none,none
mice,noun,adjective,adjective,magnitude,none
microphone,noun,verb,verb,past_tense,none
microphone,noun,noun,verb,person_object,none
microphone,noun,verb,verb,numbers,none
microphone,noun,verb,verb,none,none
microphone,noun,verb,verb,present_participle,none
microphone,noun,noun,noun,none,none
microphone,noun,adjective,adjective,none,none
microphone,noun,adjective,adjective,magnitude,none
microphone,noun,verb,noun,past_tense,none
microphone,noun,noun,noun,present_participle,none
microphone,noun,noun,verb,numbers,none
microphone,noun,verb,noun,numbers,none
microphone,noun,noun,verb,person_object,numbers
microphone,noun,verb,verb,characteristic,none
microphone,noun,noun,noun,numbers,none
microscope,noun,adjective,adjective,none,none
microscope,noun,adjective,noun,characteristic,none
microscope,noun,noun,noun,numbers,none
microscope,noun,noun,noun,none,none
microscope,noun,other,other,none,none
microscope,noun,verb,verb,present_participle,none
microwave,noun,noun,noun,none,none
microwave,noun,adjective,verb,characteristic,none
microwave,noun,noun,noun,present_participle,none
microwave,noun,noun,noun,numbers,none
microwave,noun,adjective,adjective,characteristic,none
microwave,noun,adjective,adjective,none,none
microwave,noun,verb,verb,none,none
microwave,noun,noun,verb,actions_process,none
microwave,noun,verb,noun,past_tense,none
middle,adjective,noun,other,none,none
middle,adjective,noun,noun,none,none
middle,adjective,verb,noun,past_tense,none
middle,adjective,adjective,noun,characteristic,none
middle,adjective,noun,noun,numbers,none
middle,adjective,adjective,adjective,none,none
middle,adjective,other,other,none,none
might,verb,noun,noun,none,none
might,verb,other,other,none,none
might,verb,noun,adjective,characteristic,none
might,verb,adjective,adjective,none,none
mild,adjective,adjective,adjective,none,none
mild,adjective,adjective,adjective,magnitude,none
mild,adjective,other,other,none,none
mild,adjective,adjective,noun,characteristic,none
mild,adjective,noun,noun,none,none
mildew,noun,adjective,adjective,none,none
mildew,noun,noun,adjective,person_object,none
mildew,noun,adjective,noun,characteristic,none
mildew,noun,noun,noun,numbers,none
mildew,noun,noun,noun,none,none
mildew,noun,verb,verb,present_participle,none
mildew,noun,verb,verb,third_person,none
mildew,noun,noun,verb,person_object,none
mildew,noun,verb,noun,third_person,none
mile,noun,noun,noun,none,none
mile,noun,noun,adjective,characteristic,none
mile,noun,noun,adjective,person_object,numbers
mile,noun,verb,noun,past_tense,none
mile,noun,verb,noun,present_participle,none
mile,noun,noun,noun,numbers,none
mile,noun,adjective,adjective,none,none
mile,noun,adjective,adjective,magnitude,none
mile,noun,noun,noun,actions_process,none
mile,noun,noun,noun,actions_process,numbers
mile,noun,noun,noun,third_person,none
mile,noun,verb,verb,past_tense,none
mile,noun,verb,verb,none,none
mile,noun,noun,verb,person_object,numbers
mile,noun,noun,verb,present_participle,none
mile,noun,verb,verb,third_person,none
mile,noun,verb,noun,numbers,none
milk,noun,noun,other,none,none
milk,noun,noun,noun,numbers,none
milk,noun,noun,noun,none,none
milk,noun,adjective,adjective,none,none
milk,noun,verb,verb,none,none
milk,noun,verb,verb,numbers,none
milk,noun,adjective,noun,characteristic,none
milk,noun,adjective,verb,actions_process,none
milk,noun,noun,verb,present_participle,none
milk,noun,noun,noun,characteristic,numbers
milk,noun,verb,verb,past_tense,none
milk,noun,noun,verb,person_object,none
milk,noun,adjective,adjective,magnitude,none
milk,noun,other,other,none,none
million,other,noun,adjective,none,none
million,other,noun,noun,none,none
million,other,adjective,adjective,none,none
million,other,other,other,none,none
million,other,noun,other,numbers,none
million,other,other,other,numbers,none
millionth,adjective,adjective,adjective,none,none
millionth,adjective,noun,noun,characteristic,none
millionth,adjective,other,other,none,none
millionth,adjective,noun,other,person_object,none
millionth,adjective,noun,noun,none,none
millionth,adjective,noun,noun,numbers,none
millipede,noun,noun,noun,none,none
millipede,noun,noun,noun,numbers,none
millipede,noun,adjective,adjective,none,none
mimic,verb,noun,noun,none,none
mimic,verb,noun,noun,actions_process,numbers
mimic,verb,noun,noun,person_object,none
mimic,verb,noun,noun,numbers,none
mimic,verb,noun,noun,characteristic,none
mimic,verb,verb,verb,none,none
mimic,verb,verb,verb,third_person,none
mimic,verb,noun,verb,person_object,none
mind,noun,noun,noun,numbers,none
mind,noun,noun,noun,none,none
mind,noun,noun,noun,characteristic,none
mind,noun,noun,adjective,characteristic,none
mind,noun,verb,verb,none,none
mind,noun,verb,verb,present_participle,none
mind,noun,verb,verb,third_person,none
mind,noun,noun,noun,characteristic,characteristic
mine,noun,verb,verb,present_participle,none
mine,noun,noun,verb,present_participle,characteristic
mine,noun,noun,verb,present_participle,numbers
mine,noun,verb,verb,third_person,none
mine,noun,noun,noun,none,none
mine,noun,adjective,adjective,none,none
mine,noun,verb,adjective,past_tense,none
mine,noun,noun,adjective,person_object,none
mine,noun,noun,adjective,characteristic,none
mine,noun,verb,adjective,present_participle,none
mine,noun,verb,verb,none,none
mine,noun,noun,verb,actions_process,none
mine,noun,noun,verb,actions_process,numbers
mine,noun,adjective,verb,characteristic,none
mine,noun,other,other,person_object,none
mineral,noun,noun,noun,none,none
mineral,noun,verb,verb,past_tense,none
mineral,noun,adjective,adjective,none,none
mineral,noun,other,adjective,characteristic,none
mineral,noun,noun,noun,numbers,none
minimum,noun,noun,noun,none,none
minimum,noun,adjective,adjective,none,none
minimum,noun,adjective,adjective,magnitude,none
minimum,noun,noun,noun,characteristic,none
mink,noun,noun,noun,none,none
mink,noun,adjective,adjective,none,none
mink,noun,noun,noun,numbers,none
mink,noun,adjective,noun,characteristic,none
mink,noun,other,other,none,none
mink,noun,verb,noun,past_tense,none
mink_coat,noun,noun,noun,numbers,none
mink_coat,noun,adjective,adjective,none,none
mink_coat,noun,adjective,noun,characteristic,none
mink_coat,noun,noun,noun,none,none
mink_coat,noun,adjective,verb,characteristic,none
minnow,noun,noun,noun,none,none
minnow,noun,verb,noun,characteristic,none
minnow,noun,verb,noun,numbers,none
minnow,noun,adjective,noun,actions_process,none
minnow,noun,noun,noun,numbers,none
minnow,noun,adjective,adjective,none,none
minnow,noun,verb,verb,third_person,none
minor,adjective,noun,other,none,none
minor,adjective,noun,noun,none,none
minor,adjective,noun,noun,numbers,none
minor,adjective,verb,verb,none,none
minor,adjective,noun,verb,person_object,numbers
minor,adjective,noun,verb,present_participle,none
minor,adjective,other,other,none,none
minor,adjective,adjective,adjective,none,none
minor,adjective,adjective,adjective,characteristic,none
minor,adjective,noun,adjective,numbers,none
minor,adjective,adjective,noun,characteristic,none
minor,adjective,adjective,adjective,magnitude,none
minor,adjective,adjective,noun,location,none
minor,adjective,adjective,adjective,not,none
minor,adjective,noun,adjective,person_object,none
mint,noun,noun,noun,none,none
mint,noun,noun,noun,numbers,none
mint,noun,adjective,adjective,none,none
mint,noun,noun,adjective,person_object,none
mint,noun,adjective,noun,characteristic,none
mints,noun,noun,noun,none,none
mints,noun,verb,noun,actions_process,none
mints,noun,noun,noun,numbers,none
mints,noun,adjective,adjective,none,none
mints,noun,verb,adjective,actions_process,none
mints,noun,noun,adjective,person_object,none
mints,noun,noun,adjective,person_object,numbers
mints,noun,verb,noun,present_participle,none
minus,other,verb,verb,none,none
minus,other,verb,verb,present_participle,none
minus,other,noun,verb,actions_process,none
minus,other,other,other,none,none
minus,other,adjective,adjective,none,none
minus,other,adjective,adjective,characteristic,none
minus,other,noun,noun,characteristic,none
minus,other,adjective,noun,characteristic,none
minus,other,noun,noun,none,none
minus,other,adjective,verb,characteristic,none
minus,other,verb,verb,past_tense,none
minus,other,verb,verb,third_person,none
minute,noun,noun,other,none,none
minute,noun,noun,noun,none,none
minute,noun,noun,noun,numbers,none
minute,noun,adjective,adjective,none,none
minute,noun,verb,adjective,actions_process,none
minute,noun,noun,adjective,numbers,none
minute,noun,adjective,other,characteristic,none
minute,noun,other,other,none,none
minutes,noun,noun,adjective,none,none
minutes,noun,noun,other,none,none
minutes,noun,adjective,other,numbers,none
minutes,noun,noun,noun,none,none
minutes,noun,noun,noun,numbers,none
minutes,noun,noun,verb,present_participle,none
minutes,noun,noun,verb,present_participle,numbers
minutes,noun,adjective,adjective,none,none
minutes,noun,noun,adjective,numbers,none
minutes,noun,adjective,other,characteristic,none
minutes,noun,other,other,none,none
mirage,noun,verb,noun,past_tense,none
mirage,noun,noun,noun,none,none
mirage,noun,noun,noun,numbers,none
mirage,noun,adjective,adjective,none,none
mirage,noun,verb,verb,present_participle,none
mirage,noun,noun,verb,actions_process,none
mirage,noun,adjective,adjective,characteristic,none
mirage,noun,noun,adjective,characteristic,none
mirage,noun,other,adjective,characteristic,none
mirage,noun,verb,verb,none,none
mirage,noun,verb,verb,past_tense,none
mirage,noun,adjective,adjective,not,none
mirror,noun,adjective,adjective,none,none
mirror,noun,noun,noun,numbers,none
mirror,noun,adjective,verb,actions_process,none
mirror,noun,noun,verb,third_person,none
mirror,noun,verb,verb,third_person,none
mirror,noun,noun,noun,none,none
mirror,noun,other,other,none,none
mirror,noun,noun,verb,actions_process,numbers
mirror,noun,adjective,verb,characteristic,none
mirror,noun,verb,verb,present_participle,none
mischief,noun,noun,verb,person_object,none
mischief,noun,noun,noun,none,none
mischief,noun,noun,noun,numbers,none
mischief,noun,verb,noun,present_participle,none
mischief,noun,adjective,noun,characteristic,none
mischief,noun,noun,verb,opposites_wrong,actions_process
mischief,noun,noun,noun,person_object,none
mischief,noun,noun,noun,actions_process,none
mischief,noun,adjective,adjective,none,none
mischief,noun,noun,adjective,actions_process,none
miss,verb,verb,verb,none,none
miss,verb,verb,verb,past_tense,none
miss,verb,verb,verb,third_person,none
miss,verb,noun,verb,characteristic,none
miss,verb,noun,noun,none,none
miss,verb,adjective,verb,not,past_tense
miss,verb,noun,noun,numbers,none
missile,noun,noun,noun,numbers,none
missile,noun,noun,noun,none,none
missile,noun,adjective,noun,characteristic,none
missile,noun,adjective,verb,characteristic,none
missile,noun,verb,verb,third_person,none
missile,noun,adjective,adjective,none,none
missile,noun,verb,verb,present_participle,none
missile,noun,verb,noun,past_tense,none
mist,noun,noun,noun,none,none
mist,noun,noun,noun,numbers,none
mist,noun,adjective,noun,characteristic,none
mist,noun,adjective,adjective,none,none
mist,noun,noun,noun,slang,none
mist,noun,noun,noun,characteristic,none
mist,noun,verb,noun,present_participle,none
mist,noun,verb,noun,third_person,none
mistake,noun,noun,noun,none,none
mistake,noun,adjective,noun,characteristic,none
mistake,noun,noun,noun,numbers,none
mistake,noun,adjective,adjective,none,none
mistake,noun,verb,verb,none,none
mistake,noun,noun,verb,present_participle,none
mistake,noun,adjective,verb,actions_process,none
mistake,noun,verb,verb,past_tense,none
mistake,noun,other,other,none,none
mistake,noun,other,adjective,characteristic,characteristic
mistake,noun,other,adjective,characteristic,none
mister,noun,noun,noun,none,none
mister,noun,adjective,adjective,none,none
mister,noun,noun,adjective,numbers,none
mister,noun,noun,noun,characteristic,none
mister,noun,other,other,none,none
misunderstand,verb,adjective,adjective,none,none
misunderstand,verb,other,adjective,characteristic,none
misunderstand,verb,verb,verb,none,none
misunderstand,verb,noun,verb,characteristic,none
misunderstand,verb,adjective,adjective,not,none
misunderstand,verb,other,adjective,not,characteristic
misunderstand,verb,verb,verb,past_tense,none
misunderstand,verb,verb,verb,opposites_wrong,none
misunderstand,verb,noun,verb,opposites_wrong,characteristic
misunderstand,verb,verb,verb,opposites_wrong,past_tense
misunderstand,verb,noun,verb,present_participle,none
mitten,noun,noun,noun,none,none
mitten,noun,verb,verb,none,none
mitten,noun,noun,noun,present_participle,none
mitten,noun,adjective,adjective,none,none
mitten,noun,other,other,none,none
mittens,noun,adjective,adjective,none,none
mittens,noun,other,other,none,none
mittens,noun,verb,verb,past_tense,none
mittens,noun,noun,noun,numbers,none
mittens,noun,noun,noun,present_participle,none
mittens,noun,adjective,noun,characteristic,none
mittens,noun,other,noun,characteristic,characteristic
mittens,noun,verb,verb,present_participle,none
mittens,noun,adjective,verb,past_tense,none
mittens,noun,noun,noun,none,none
mittens,noun,noun,adjective,characteristic,none
mittens,noun,adjective,verb,characteristic,none
mix,noun,noun,noun,actions_process,none
mix,noun,other,other,none,none
mix,noun,adjective,adjective,none,none
mix,noun,verb,verb,none,none
mix,noun,noun,verb,person_object,none
mix,noun,noun,noun,none,none
mix,noun,noun,adjective,numbers,none
mixer,noun,noun,noun,none,none
mixer,noun,noun,noun,numbers,none
mixer,noun,noun,noun,present_participle,none
mixer,noun,adjective,adjective,characteristic,none
mixer,noun,adjective,adjective,none,none
mixer,noun,verb,verb,present_participle,none
mixer,noun,verb,noun,present_participle,none
mixture,noun,noun,noun,numbers,characteristic
mixture,noun,adjective,adjective,none,none
mixture,noun,other,adjective,characteristic,none
mixture,noun,noun,adjective,numbers,none
mixture,noun,noun,adjective,person_object,none
mixture,noun,noun,verb,actions_process,none
mixture,noun,verb,verb,past_tense,none
mixture,noun,verb,verb,third_person,none
mixture,noun,verb,verb,present_participle,none
mixture,noun,adjective,verb,characteristic,none
mixture,noun,noun,noun,location,person_object
mixture,noun,noun,noun,none,none
mixture,noun,adjective,noun,past_tense,none
mixture,noun,noun,noun,person_object,none
mixture,noun,verb,noun,present_participle,none
mixture,noun,noun,noun,characteristic,numbers
mixture,noun,noun,noun,numbers,none
mixture,noun,other,other,none,none
moat,noun,noun,verb,present_participle,none
moat,noun,verb,verb,past_tense,none
moat,noun,noun,noun,none,none
moat,noun,noun,noun,numbers,none
moat,noun,verb,verb,none,none
moat,noun,noun,verb,actions_process,none
moat,noun,adjective,verb,characteristic,none
moat,noun,adjective,verb,present_participle,none
moat,noun,verb,verb,third_person,none
mob,noun,noun,noun,none,none
mob,noun,adjective,noun,characteristic,none
mob,noun,noun,noun,person_object,numbers
mob,noun,noun,noun,numbers,none
mob,noun,noun,noun,person_object,none
mob,noun,verb,noun,past_tense,none
mob,noun,adjective,adjective,none,none
modern,adjective,adjective,adjective,none,none
modern,adjective,noun,noun,none,none
modern,adjective,adjective,adjective,magnitude,none
modern,adjective,other,other,none,none
modern,adjective,noun,noun,numbers,none
modern,adjective,adjective,other,characteristic,none
modern,adjective,adjective,other,magnitude,none
moist,adjective,adjective,adjective,none,none
moist,adjective,adjective,adjective,characteristic,none
moist,adjective,noun,adjective,person_object,none
moist,adjective,noun,noun,none,none
moist,adjective,adjective,noun,characteristic,none
moist,adjective,noun,adjective,characteristic,none
mold,noun,noun,noun,none,none
mold,noun,noun,noun,numbers,none
mold,noun,adjective,adjective,none,none
mold,noun,verb,verb,past_tense,none
mold,noun,verb,verb,third_person,none
mold,noun,noun,verb,person_object,none
mole_animal,noun,noun,noun,none,none
mole_animal,noun,adjective,adjective,none,none
mole_animal,noun,verb,noun,numbers,none
mole_animal,noun,noun,noun,numbers,none
mole_animal,noun,noun,verb,third_person,none
mole_animal,noun,other,other,none,none
mole_animal,noun,adjective,noun,characteristic,none
mole_animal,noun,verb,noun,past_tense,none
molten,adjective,adjective,adjective,none,none
molten,adjective,noun,noun,none,none
molten,adjective,verb,adjective,past_tense,none
molten,adjective,verb,adjective,characteristic,none
molten,adjective,verb,verb,none,none
molten,adjective,verb,verb,past_tense,none
molten,adjective,verb,verb,present_participle,none
molten,adjective,noun,noun,numbers,none
molten,adjective,verb,verb,third_person,none
mom,noun,noun,noun,none,none
mom,noun,adjective,noun,past_tense,none
mom,noun,adjective,noun,characteristic,none
mom,noun,noun,noun,characteristic,person_object
mom,noun,verb,noun,numbers,none
mom,noun,verb,noun,present_participle,none
mom,noun,noun,noun,numbers,none
mom,noun,verb,verb,past_tense,none
mom,noun,verb,verb,none,none
mom,noun,noun,verb,person_object,none
mom,noun,verb,verb,third_person,none
mom,noun,verb,verb,present_participle,none
mom,noun,noun,noun,person_object,none
mom,noun,other,other,none,none
mom,noun,adjective,noun,actions_process,none
mom,noun,verb,noun,past_tense,none
mom,noun,verb,noun,third_person,none
mom,noun,adjective,noun,present_participle,none
mom,noun,noun,noun,characteristic,none
moment,noun,noun,noun,none,none
moment,noun,adjective,adjective,none,none
moment,noun,noun,adjective,numbers,none
monarch,noun,noun,noun,none,none
monarch,noun,noun,noun,characteristic,none
monarch,noun,adjective,adjective,none,none
monarch,noun,noun,adjective,characteristic,none
monarch,noun,noun,noun,person_object,none
monarch,noun,noun,noun,numbers,none
monastery,noun,noun,noun,none,none
monastery,noun,noun,noun,present_participle,none
monastery,noun,verb,verb,none,none
monastery,noun,verb,verb,past_tense,none
monastery,noun,noun,noun,numbers,none
monastery,noun,noun,noun,location,none
monastery,noun,adjective,adjective,none,none
monday,noun,other,other,none,none
monday,noun,noun,noun,none,none
monday,noun,noun,noun,numbers,none
monday,noun,adjective,adjective,none,none
monday,noun,noun,noun,characteristic,none
money,noun,verb,verb,none,none
money,noun,verb,verb,present_participle,none
money,noun,verb,verb,third_person,none
money,noun,noun,noun,numbers,none
money,noun,noun,noun,none,none
money,noun,adjective,adjective,none,none
moneymaker,noun,noun,noun,none,none
moneymaker,noun,noun,noun,numbers,none
moneymaker,noun,adjective,adjective,none,none
moneymaker,noun,noun,noun,person_object,none
moneymaker,noun,verb,noun,present_participle,none
moneymaker,noun,noun,noun,third_person,none
mongoose,noun,noun,noun,none,none
mongoose,noun,adjective,noun,characteristic,none
mongoose,noun,verb,verb,none,none
mongoose,noun,verb,verb,third_person,none
mongoose,noun,adjective,adjective,none,none
mongoose,noun,noun,noun,numbers,none
monk,noun,adjective,adjective,none,none
monk,noun,verb,verb,past_tense,none
monk,noun,verb,verb,third_person,none
monk,noun,verb,verb,present_participle,none
monk,noun,noun,verb,actions_process,none
monk,noun,noun,noun,none,none
monk,noun,adjective,noun,characteristic,none
monk,noun,noun,noun,numbers,none
monkey,noun,noun,noun,none,none
monkey,noun,noun,noun,numbers,none
monkey,noun,verb,verb,none,none
monkey,noun,noun,verb,person_object,none
monkey,noun,noun,verb,person_object,numbers
monkey,noun,verb,verb,present_participle,none
monkey,noun,verb,verb,third_person,none
monkey,noun,adjective,adjective,none,none
monkey,noun,noun,adjective,numbers,none
monkey,noun,adjective,noun,characteristic,none
monotone,noun,adjective,verb,present_participle,none
monotone,noun,noun,noun,none,none
monotone,noun,noun,noun,numbers,none
monotone,noun,verb,noun,present_participle,none
monotone,noun,adjective,adjective,none,none
monotone,noun,noun,adjective,characteristic,none
monotone,noun,noun,noun,characteristic,none
monotone,noun,adjective,noun,characteristic,none
monotone,noun,verb,noun,numbers,none
monotone,noun,verb,noun,past_tense,none
monotone,noun,adjective,noun,not,past_tense
monotone,noun,adjective,noun,not,present_participle
monotonous,adjective,adjective,verb,present_participle,none
monotonous,adjective,other,other,none,none
monotonous,adjective,verb,verb,none,none
monotonous,adjective,verb,verb,past_tense,none
monotonous,adjective,verb,verb,present_participle,none
monotonous,adjective,adjective,verb,characteristic,none
monotonous,adjective,adjective,adjective,none,none
monotonous,adjective,adjective,noun,characteristic,none
monster,noun,noun,noun,none,none
monster,noun,adjective,noun,characteristic,none
monster,noun,noun,noun,numbers,none
monster,noun,verb,noun,characteristic,none
monster,noun,adjective,noun,characteristic,present_participle
monster,noun,adjective,verb,characteristic,none
monster,noun,noun,verb,actions_process,none
month,noun,noun,other,none,none
month,noun,noun,noun,none,none
month,noun,noun,noun,numbers,none
month,noun,adjective,adjective,none,none
month,noun,other,other,none,none
month,noun,other,other,numbers,none
monthly,adjective,adjective,noun,characteristic,none
monthly,adjective,noun,noun,numbers,none
monthly,adjective,noun,noun,none,none
monthly,adjective,verb,verb,none,none
monthly,adjective,verb,verb,present_participle,none
monthly,adjective,verb,verb,third_person,none
monthly,adjective,other,other,none,none
monthly,adjective,noun,noun,characteristic,none
monthly,adjective,verb,verb,time,none
monument,noun,noun,verb,present_participle,none
monument,noun,verb,verb,past_tense,none
monument,noun,noun,noun,none,none
monument,noun,verb,noun,present_participle,none
monument,noun,noun,noun,characteristic,none
monument,noun,noun,noun,numbers,none
moon,noun,noun,noun,none,none
moon,noun,adjective,adjective,none,none
moon,noun,noun,adjective,actions_process,none
moon,noun,adjective,noun,characteristic,none
moon,noun,noun,noun,characteristic,none
moonlight,noun,noun,noun,none,none
moonlight,noun,noun,noun,numbers,none
moonlight,noun,other,other,none,none
moonlight,noun,verb,verb,past_tense,none
moonlight,noun,verb,verb,present_participle,none
moonlight,noun,noun,verb,actions_process,none
moose,noun,noun,noun,none,none
moose,noun,noun,noun,numbers,none
moose,noun,other,other,none,none
moose,noun,adjective,adjective,none,none
moose,noun,verb,noun,characteristic,none
moose,noun,verb,noun,past_tense,none
moose,noun,noun,adjective,magnitude,characteristic
mop,noun,adjective,adjective,none,none
mop,noun,noun,adjective,present_participle,none
mop,noun,verb,adjective,numbers,none
mop,noun,noun,noun,none,none
mop,noun,noun,noun,numbers,none
mop,noun,noun,noun,actions_process,none
mop,noun,verb,noun,past_tense,none
moral,adjective,noun,noun,none,none
moral,adjective,noun,noun,actions_process,numbers
moral,adjective,adjective,adjective,characteristic,none
moral,adjective,noun,adjective,numbers,none
moral,adjective,adjective,adjective,none,none
moral,adjective,noun,adjective,characteristic,none
moral,adjective,other,adjective,location,none
morals,noun,adjective,adjective,characteristic,none
morals,noun,noun,adjective,numbers,none
morals,noun,adjective,adjective,none,none
morals,noun,noun,noun,numbers,none
morals,noun,noun,noun,none,none
morals,noun,adjective,noun,characteristic,none
morals,noun,other,adjective,location,none
more,adjective,verb,verb,none,none
more,adjective,verb,verb,past_tense,none
more,adjective,verb,verb,present_participle,none
more,adjective,noun,verb,actions_process,none
more,adjective,adjective,verb,actions_process,characteristic
more,adjective,other,verb,actions_process,characteristic
more,adjective,noun,noun,none,none
more,adjective,adjective,adjective,none,none
morning,noun,verb,noun,characteristic,past_tense
morning,noun,noun,noun,none,none
morning,noun,adjective,adjective,none,none
morning,noun,noun,noun,numbers,none
morning,noun,verb,noun,numbers,none
morning,noun,verb,noun,present_participle,none
morning,noun,adjective,noun,characteristic,none
morning,noun,noun,noun,characteristic,none
morning,noun,other,other,none,none
morning,noun,verb,noun,third_person,none
moron,noun,adjective,adjective,none,none
moron,noun,noun,adjective,characteristic,none
moron,noun,noun,noun,none,none
moron,noun,adjective,adjective,not,none
morse,noun,noun,noun,none,none
morse,noun,verb,verb,none,none
morse,noun,noun,verb,actions_process,none
morse,noun,noun,noun,numbers,none
mortgage,noun,noun,noun,none,none
mortgage,noun,noun,noun,not,characteristic
mortgage,noun,noun,noun,person_object,none
mortgage,noun,noun,noun,numbers,none
mortgage,noun,verb,verb,past_tense,none
mortgage,noun,verb,verb,none,none
mortgage,noun,noun,verb,actions_process,none
mortgage,noun,noun,verb,actions_process,numbers
moss,noun,adjective,adjective,none,none
moss,noun,verb,verb,present_participle,none
moss,noun,verb,verb,past_tense,none
moss,noun,verb,verb,third_person,none
moss,noun,noun,verb,person_object,none
moss,noun,noun,noun,none,none
moss,noun,noun,noun,numbers,none
most,adjective,noun,noun,none,none
most,adjective,noun,noun,numbers,none
most,adjective,adjective,adjective,none,none
most,adjective,adjective,adjective,magnitude,none
most,adjective,adjective,adjective,person_object,none
most,adjective,adjective,noun,characteristic,none
motel,noun,adjective,adjective,none,none
motel,noun,adjective,adjective,magnitude,none
motel,noun,adjective,noun,characteristic,none
motel,noun,noun,noun,none,none
motel,noun,noun,noun,numbers,none
motel,noun,verb,verb,none,none
motel,noun,verb,verb,present_participle,none
moth,noun,verb,verb,past_tense,none
moth,noun,adjective,adjective,none,none
moth,noun,noun,noun,present_participle,none
moth,noun,verb,noun,numbers,none
moth,noun,verb,verb,third_person,none
moth,noun,noun,noun,none,none
moth,noun,noun,noun,numbers,none
mother,noun,noun,noun,none,none
mother,noun,verb,noun,past_tense,none
mother,noun,noun,noun,characteristic,person_object
mother,noun,verb,noun,numbers,none
mother,noun,verb,noun,present_participle,none
mother,noun,noun,noun,numbers,none
mother,noun,adjective,adjective,none,none
mother,noun,verb,verb,past_tense,none
mother,noun,verb,verb,none,none
mother,noun,noun,verb,person_object,none
mother,noun,verb,verb,third_person,none
mother,noun,verb,noun,third_person,none
mother,noun,adjective,noun,present_participle,none
motion,noun,noun,noun,none,none
motion,noun,adjective,adjective,none,none
motion,noun,verb,verb,none,none
motion,noun,noun,verb,actions_process,none
motion,noun,verb,verb,present_participle,none
motion,noun,noun,verb,present_participle,none
motionless,adjective,adjective,adjective,none,none
motionless,adjective,noun,adjective,person_object,none
motionless,adjective,adjective,verb,not,actions_process
motionless,adjective,noun,noun,none,none
motionless,adjective,verb,verb,none,none
motionless,adjective,verb,verb,past_tense,none
motionless,adjective,noun,verb,actions_process,none
motionless,adjective,verb,verb,present_participle,none
motionless,adjective,adjective,noun,characteristic,none
motionless,adjective,adjective,verb,not,characteristic
motionless,adjective,adjective,verb,not,present_participle
motor,noun,noun,noun,none,none
motor,noun,noun,noun,numbers,none
motor,noun,adjective,noun,characteristic,none
motor,noun,noun,noun,actions_process,none
motor,noun,verb,verb,none,none
motor,noun,noun,verb,actions_process,none
motor,noun,verb,verb,present_participle,none
motor,noun,verb,noun,past_tense,none
motor,noun,noun,verb,present_participle,none
motor,noun,verb,verb,third_person,none
motorcycle,noun,noun,noun,numbers,none
motorcycle,noun,noun,noun,none,none
motorcycle,noun,noun,noun,slang,none
motorcycle,noun,adjective,noun,characteristic,none
motorcycle,noun,adjective,adjective,none,none
motorcycle,noun,noun,noun,actions_process,none
motorcycle,noun,noun,adjective,numbers,none
motorcycle,noun,other,other,none,none
mountain,noun,verb,verb,none,none
mountain,noun,verb,verb,past_tense,none
mountain,noun,verb,verb,present_participle,none
mountain,noun,adjective,adjective,none,none
mountain,noun,adjective,adjective,magnitude,none
mountain,noun,noun,verb,numbers,none
mountain,noun,adjective,adjective,person_object,none
mountain,noun,noun,noun,none,none
mountain,noun,noun,noun,numbers,none
mountain,noun,adjective,noun,characteristic,none
mountain,noun,verb,noun,present_participle,none
mountain,noun,noun,noun,characteristic,none
mountain,noun,verb,noun,characteristic,present_participle
mountain,noun,noun,noun,characteristic,numbers
mountain,noun,verb,adjective,past_tense,none
mountain,noun,noun,adjective,numbers,none
mountains,noun,adjective,adjective,none,none
mountains,noun,adjective,adjective,magnitude,none
mountains,noun,noun,adjective,person_object,none
