partno,trialcode,latency,response
912120.624305555555556525922929,real81,2090,7
912120.624305555555556525922929,real76,2364,8
912120.624305555555556525922929,real45,2580,6
912120.624305555555556525922929,real29,7162,8
912120.624305555555556525922929,real83,4483,8
912120.624305555555556525922929,real51,2005,8
912120.624305555555556525922929,real74,1483,9
912120.624305555555556525922929,real1,1661,10
912120.624305555555556525922929,real63,1784,9
912120.624305555555556525922929,real41,2437,7
912120.624305555555556525922929,real57,3050,9
912120.624305555555556525922929,real70,9502,8
912120.624305555555556525922929,real10,2546,4
912120.624305555555556525922929,real28,3247,9
912120.624305555555556525922929,real27,5851,8
912120.624305555555556525922929,real84,4384,7
912120.624305555555556525922929,real87,1519,8
912120.624305555555556525922929,real2,3490,5
912120.624305555555556525922929,real3,3949,5
912120.624305555555556525922929,real21,4837,9
912120.624305555555556525922929,real23,4163,9
912120.624305555555556525922929,real96,3411,5
912120.624305555555556525922929,real46,2128,9
912120.624305555555556525922929,real47,1984,8
912120.624305555555556525922929,real85,2655,8
913120.5006944444444444566,real33,13253,9
913120.5006944444444444566,real35,4965,6
913120.5006944444444444566,real79,6133,4
913120.5006944444444444566,real18,4575,5
913120.5006944444444444566,real24,6439,9
913120.5006944444444444566,real54,10493,7
913120.5006944444444444566,real48,7408,6
913120.5006944444444444566,real6,5872,9
913120.5006944444444444566,real7,7061,7
913120.5006944444444444566,real68,7793,5
913120.5006944444444444566,real38,4889,8
913120.5006944444444444566,real58,7212,8
913120.5006944444444444566,real86,5638,6
913120.5006944444444444566,real17,5676,8
913120.5006944444444444566,real71,4799,7
913120.5006944444444444566,real66,6574,4
913120.5006944444444444566,real19,5613,8
913120.5006944444444444566,real67,9275,8
913120.5006944444444444566,real32,6080,2
913120.5006944444444444566,real43,7212,4
913120.5006944444444444566,real93,4839,6
913120.5006944444444444566,real15,10340,5
913120.5006944444444444566,real16,5759,4
913120.5006944444444444566,real61,4455,9
913120.5006944444444444566,real44,14071,4
913120.5006944444444444566,real88,9583,4
913120.5006944444444444566,real69,8688,5
913120.5006944444444444566,real34,6380,7
913120.5006944444444444566,real13,4070,7
913120.5006944444444444566,real56,2138,8
913120.5006944444444444566,real80,26562,7
913120.5006944444444444566,real36,4090,5
913120.5006944444444444566,real62,3041,7
913120.5006944444444444566,real75,5662,7
913120.5006944444444444566,real39,4138,3
913120.5006944444444444566,real26,6067,4
913120.5006944444444444566,real37,5294,3
913120.5006944444444444566,real90,7713,4
913120.5006944444444444566,real72,7212,6
913120.5006944444444444566,real30,3963,9
913120.5006944444444444566,real77,5491,7
913120.5006944444444444566,real59,5535,4
913120.5006944444444444566,real73,2104,9
913120.5006944444444444566,real89,3106,8
913120.5006944444444444566,real82,7465,6
913120.5006944444444444566,real94,4678,7
913120.5006944444444444566,real64,2209,8
913120.5006944444444444566,real20,2911,8
913120.5006944444444444566,real5,3987,8
913120.5006944444444444566,real40,2066,8
913120.5006944444444444566,real22,3453,4
913120.5006944444444444566,real25,3793,5
913120.5006944444444444566,real9,4318,7
913120.5006944444444444566,real53,5575,5
913120.5006944444444444566,real60,3023,6
913120.5006944444444444566,real92,2316,9
913120.5006944444444444566,real91,10670,4
913120.5006944444444444566,real8,4724,3
913120.5006944444444444566,real4,2382,9
913120.5006944444444444566,real49,3701,8
913120.5006944444444444566,real31,7197,5
913120.5006944444444444566,real55,4149,8
913120.5006944444444444566,real14,2837,7
913120.5006944444444444566,real42,4994,4
913120.5006944444444444566,real50,1741,9
913120.5006944444444444566,real12,2902,7
913120.5006944444444444566,real11,5591,6
913120.5006944444444444566,real65,4623,5
913120.5006944444444444566,real95,6024,6
913120.5006944444444444566,real52,3510,5
913120.5006944444444444566,real78,4007,7
913120.5006944444444444566,real81,2102,9
913120.5006944444444444566,real76,5215,4
913120.5006944444444444566,real45,4949,5
913120.5006944444444444566,real29,2270,9
913120.5006944444444444566,real83,2513,7
913120.5006944444444444566,real51,6202,5
913120.5006944444444444566,real74,2137,8
913120.5006944444444444566,real1,4161,5
913120.5006944444444444566,real63,1977,4
913120.5006944444444444566,real41,2391,7
913120.5006944444444444566,real57,3478,7
913120.5006944444444444566,real70,4072,4
913120.5006944444444444566,real10,5788,2
913120.5006944444444444566,real28,11726,7
913120.5006944444444444566,real27,3794,6
913120.5006944444444444566,real84,8608,4
913120.5006944444444444566,real87,1848,9
913120.5006944444444444566,real2,5896,3
913120.5006944444444444566,real3,2907,6
913120.5006944444444444566,real21,2022,9
913120.5006944444444444566,real23,3058,7
913120.5006944444444444566,real96,4465,5
913120.5006944444444444566,real46,1613,9
913120.5006944444444444566,real47,2450,7
913120.5006944444444444566,real85,5541,4
827120.5236111111111114545,real33,486,0
904120.59583333333333345,real33,4129,7
904120.59583333333333345,real35,9401,5
904120.59583333333333345,real79,3298,4
904120.59583333333333345,real18,2644,7
904120.59583333333333345,real24,6350,9
904120.59583333333333345,real54,3487,4
904120.59583333333333345,real48,2785,5
904120.59583333333333345,real6,3079,10
904120.59583333333333345,real7,4610,7
904120.59583333333333345,real68,3040,8
904120.59583333333333345,real38,5109,7
904120.59583333333333345,real58,6863,7
904120.59583333333333345,real86,2637,4
904120.59583333333333345,real17,2505,6
904120.59583333333333345,real71,3627,8
904120.59583333333333345,real66,2456,9
904120.59583333333333345,real19,1756,9
904120.59583333333333345,real67,1947,10
904120.59583333333333345,real32,1979,8
904120.59583333333333345,real43,2833,7
904120.59583333333333345,real93,2800,5
904120.59583333333333345,real15,2397,6
904120.59583333333333345,real16,3579,5
904120.59583333333333345,real61,1746,8
904120.59583333333333345,real44,4011,9
904120.59583333333333345,real88,4416,4
904120.59583333333333345,real69,1182,4
904120.59583333333333345,real34,3468,10
904120.59583333333333345,real13,5299,4
904120.59583333333333345,real56,2718,9
904120.59583333333333345,real80,1639,10
904120.59583333333333345,real36,5667,5
904120.59583333333333345,real62,2780,10
904120.59583333333333345,real75,3683,10
904120.59583333333333345,real39,5046,5
904120.59583333333333345,real26,2962,7
904120.59583333333333345,real37,1191,9
904120.59583333333333345,real90,2021,10
904120.59583333333333345,real72,6538,6
904120.59583333333333345,real30,4299,9
904120.59583333333333345,real77,1752,10
904120.59583333333333345,real59,3455,3
904120.59583333333333345,real73,5819,9
904120.59583333333333345,real89,7065,9
904120.59583333333333345,real82,3731,10
904120.59583333333333345,real94,1644,10
904120.59583333333333345,real64,3855,8
904120.59583333333333345,real20,5466,9
904120.59583333333333345,real5,1377,10
904120.59583333333333345,real40,3783,7
904120.59583333333333345,real22,2758,9
904120.59583333333333345,real25,3038,10
904120.59583333333333345,real9,3160,6
904120.59583333333333345,real53,4191,1
904120.59583333333333345,real60,4519,7
904120.59583333333333345,real92,1488,10
904120.59583333333333345,real91,2220,9
904120.59583333333333345,real8,4489,7
904120.59583333333333345,real4,2204,10
904120.59583333333333345,real49,5690,6
904120.59583333333333345,real31,8392,2
904120.59583333333333345,real55,1959,10
904120.59583333333333345,real14,3319,10
904120.59583333333333345,real42,2704,8
904120.59583333333333345,real50,1368,10
904120.59583333333333345,real12,2279,10
904120.59583333333333345,real11,969,10
904120.59583333333333345,real65,2664,6
904120.59583333333333345,real95,2263,10
904120.59583333333333345,real52,1523,10
904120.59583333333333345,real78,4347,5
904120.59583333333333345,real81,1452,10
904120.59583333333333345,real76,1979,10
904120.59583333333333345,real45,2809,6
904120.59583333333333345,real29,2039,10
904120.59583333333333345,real83,2555,8
904120.59583333333333345,real51,1722,8
904120.59583333333333345,real74,2259,10
904120.59583333333333345,real1,1422,10
904120.59583333333333345,real63,2227,10
904120.59583333333333345,real41,1452,10
904120.59583333333333345,real57,3920,6
904120.59583333333333345,real70,2145,8
904120.59583333333333345,real10,2857,2
904120.59583333333333345,real28,2522,9
904120.59583333333333345,real27,1858,10
904120.59583333333333345,real84,2839,10
904120.59583333333333345,real87,1156,10
904120.59583333333333345,real2,2886,7
904120.59583333333333345,real3,2177,5
904120.59583333333333345,real21,1744,10
904120.59583333333333345,real23,1542,10
904120.59583333333333345,real96,3977,7
904120.59583333333333345,real46,1576,10
904120.59583333333333345,real47,2159,5
904120.59583333333333345,real85,3175,10
904120.60555555555555696,real33,2345,2
904120.60555555555555696,real35,2409,5
904120.60555555555555696,real79,1231,3
904120.60555555555555696,real18,1619,7
904120.60555555555555696,real24,2271,5
904120.60555555555555696,real54,2450,4
904120.60555555555555696,real48,3390,3
904120.60555555555555696,real6,2541,10
904120.60555555555555696,real7,2613,7
904120.60555555555555696,real68,1874,5
904120.60555555555555696,real38,2421,5
904120.60555555555555696,real58,1890,7
904120.60555555555555696,real86,2938,3
904120.60555555555555696,real17,1770,8
904120.60555555555555696,real71,2849,3
904120.60555555555555696,real66,1997,6
904120.60555555555555696,real19,1731,9
904120.60555555555555696,real67,1931,3
904120.60555555555555696,real32,2508,6
904120.60555555555555696,real43,2870,5
904120.60555555555555696,real93,2288,5
904120.60555555555555696,real15,3130,7
904120.60555555555555696,real16,2818,6
904120.60555555555555696,real61,2696,10
904120.60555555555555696,real44,2883,6
904120.60555555555555696,real88,2134,5
904120.60555555555555696,real69,1382,8
904120.60555555555555696,real34,2420,9
904120.60555555555555696,real13,3179,8
904120.60555555555555696,real56,3393,10
904120.60555555555555696,real80,1840,8
904120.60555555555555696,real36,1947,6
904120.60555555555555696,real62,2835,7
904120.60555555555555696,real75,2808,7
904120.60555555555555696,real39,2061,4
904120.60555555555555696,real26,2353,3
904120.60555555555555696,real37,6076,7
904120.60555555555555696,real90,3448,5
904120.60555555555555696,real72,2677,5
904120.60555555555555696,real30,2567,6
904120.60555555555555696,real77,2782,5
904120.60555555555555696,real59,2429,4
904120.60555555555555696,real73,2049,9
904120.60555555555555696,real89,2445,5
904120.60555555555555696,real82,2772,3
904120.60555555555555696,real94,1963,4
904120.60555555555555696,real64,2290,5
904120.60555555555555696,real20,1845,6
904120.60555555555555696,real5,2624,10
904120.60555555555555696,real40,1949,7
904120.60555555555555696,real22,1989,6
904120.60555555555555696,real25,1827,5
904120.60555555555555696,real9,2601,5
904120.60555555555555696,real53,2246,8
904120.60555555555555696,real60,3058,6
904120.60555555555555696,real92,3150,10
904120.60555555555555696,real91,2651,6
904120.60555555555555696,real8,3351,6
904120.60555555555555696,real4,1719,9
904120.60555555555555696,real49,2488,4
904120.60555555555555696,real31,7515,1
904120.60555555555555696,real55,2262,10
904120.60555555555555696,real14,2889,2
904120.60555555555555696,real42,2508,4
904120.60555555555555696,real50,1969,10
904120.60555555555555696,real12,2368,5
904120.60555555555555696,real11,3159,6
904120.60555555555555696,real65,1383,4
904120.60555555555555696,real95,2925,4
904120.60555555555555696,real52,2742,6
904120.60555555555555696,real78,2350,5
904120.60555555555555696,real81,1902,10
904120.60555555555555696,real76,1821,5
904120.60555555555555696,real45,3682,4
904120.60555555555555696,real29,2036,10
904120.60555555555555696,real83,2417,6
904120.60555555555555696,real51,3345,2
904120.60555555555555696,real74,1881,10
904120.60555555555555696,real1,1971,2
904120.60555555555555696,real63,2186,4
904120.60555555555555696,real41,1570,9
904120.60555555555555696,real57,3928,6
904120.60555555555555696,real70,1561,4
904120.60555555555555696,real10,1920,2
904120.60555555555555696,real28,4249,7
904120.60555555555555696,real27,2324,6
904120.60555555555555696,real84,2518,4
904120.60555555555555696,real87,1951,10
904120.60555555555555696,real2,1814,4
904120.60555555555555696,real3,3322,3
904120.60555555555555696,real21,3284,8
904120.60555555555555696,real23,3575,8
904120.60555555555555696,real96,3043,3
904120.60555555555555696,real46,2288,10
904120.60555555555555696,real47,1402,3
904120.60555555555555696,real85,3911,8
906120.50138888888888977889,real33,8940,8
906120.50138888888888977889,real35,4791,4
906120.50138888888888977889,real79,4094,8
906120.50138888888888977889,real18,5320,6
906120.50138888888888977889,real24,2379,9
906120.50138888888888977889,real54,3457,6
906120.50138888888888977889,real48,3389,4
906120.50138888888888977889,real6,2324,10
906120.50138888888888977889,real7,3045,8
906120.50138888888888977889,real68,3649,4
906120.50138888888888977889,real38,3717,8
906120.50138888888888977889,real58,2502,8
906120.50138888888888977889,real86,3864,6
906120.50138888888888977889,real17,2964,9
906120.50138888888888977889,real71,1987,10
906120.50138888888888977889,real66,1993,4
906120.50138888888888977889,real19,1851,10
906120.50138888888888977889,real67,3911,6
906120.50138888888888977889,real32,2121,4
906120.50138888888888977889,real43,2666,3
906120.50138888888888977889,real93,3672,2
906120.50138888888888977889,real15,4004,2
906120.50138888888888977889,real16,3802,9
906120.50138888888888977889,real61,2248,10
906120.50138888888888977889,real44,3438,7
906120.50138888888888977889,real88,2251,2
906120.50138888888888977889,real69,2279,3
906120.50138888888888977889,real34,2105,10
906120.50138888888888977889,real13,5188,4
906120.50138888888888977889,real56,1948,10
906120.50138888888888977889,real80,2491,6
906120.50138888888888977889,real36,1142,7
906120.50138888888888977889,real62,2184,4
906120.50138888888888977889,real75,3007,9
906120.50138888888888977889,real39,1540,3
906120.50138888888888977889,real26,1693,8
906120.50138888888888977889,real37,3124,8
906120.50138888888888977889,real90,2174,7
906120.50138888888888977889,real72,2605,5
906120.50138888888888977889,real30,1795,10
906120.50138888888888977889,real77,1727,10
906120.50138888888888977889,real59,4062,1
906120.50138888888888977889,real73,3011,10
906120.50138888888888977889,real89,5696,4
906120.50138888888888977889,real82,3860,7
906120.50138888888888977889,real94,1999,4
906120.50138888888888977889,real64,6677,8
906120.50138888888888977889,real20,3977,8
906120.50138888888888977889,real5,1777,10
906120.50138888888888977889,real40,2816,2
906120.50138888888888977889,real22,2061,3
906120.50138888888888977889,real25,3208,1
906120.50138888888888977889,real9,1740,3
906120.50138888888888977889,real53,4764,5
906120.50138888888888977889,real60,2436,4
906120.50138888888888977889,real92,2352,10
906120.50138888888888977889,real91,2311,4
906120.50138888888888977889,real8,2232,2
906120.50138888888888977889,real4,1876,10
906120.50138888888888977889,real49,1727,3
906120.50138888888888977889,real31,1933,4
906120.50138888888888977889,real55,1774,10
906120.50138888888888977889,real14,1741,2
906120.50138888888888977889,real42,2301,2
906120.50138888888888977889,real50,1426,10
906120.50138888888888977889,real12,1647,3
906120.50138888888888977889,real11,4947,8
906120.50138888888888977889,real65,2795,1
906120.50138888888888977889,real95,2709,2
906120.50138888888888977889,real52,1711,4
906120.50138888888888977889,real78,4343,2
906120.50138888888888977889,real81,2080,10
906120.50138888888888977889,real76,13472,6
906120.50138888888888977889,real45,1598,3
906120.50138888888888977889,real29,1659,10
906120.50138888888888977889,real83,1511,3
906120.50138888888888977889,real51,1403,3
906120.50138888888888977889,real74,1872,10
906120.50138888888888977889,real1,1844,2
906120.50138888888888977889,real63,1383,3
906120.50138888888888977889,real41,1944,10
906120.50138888888888977889,real57,1488,3
906120.50138888888888977889,real70,1290,4
906120.50138888888888977889,real10,1260,5
906120.50138888888888977889,real28,1564,2
906120.50138888888888977889,real27,1244,4
906120.50138888888888977889,real84,2167,4
906120.50138888888888977889,real87,1462,10
906120.50138888888888977889,real2,1800,4
906120.50138888888888977889,real3,2774,1
906120.50138888888888977889,real21,1637,10
906120.50138888888888977889,real23,2777,7
906120.50138888888888977889,real96,1230,3
906120.50138888888888977889,real46,1690,10
906120.50138888888888977889,real47,1564,4
906120.50138888888888977889,real85,2955,5
906120.5604166666666678675309,real33,10132,7
906120.5604166666666678675309,real35,2711,9
906120.5604166666666678675309,real79,2656,4
906120.5604166666666678675309,real18,2796,7
906120.5604166666666678675309,real24,2861,9
906120.5604166666666678675309,real54,3168,7
906120.5604166666666678675309,real48,4135,7
906120.5604166666666678675309,real6,3296,9
906120.5604166666666678675309,real7,1920,9
906120.5604166666666678675309,real68,1801,9
906120.5604166666666678675309,real38,2982,8
906120.5604166666666678675309,real58,2732,8
906120.5604166666666678675309,real86,5222,7
906120.5604166666666678675309,real17,3141,8
906120.5604166666666678675309,real71,4077,9
906120.5604166666666678675309,real66,2152,9
906120.5604166666666678675309,real19,4569,10
906120.5604166666666678675309,real67,2161,9
906120.5604166666666678675309,real32,3023,9
906120.5604166666666678675309,real43,3389,9
906120.5604166666666678675309,real93,6044,10
906120.5604166666666678675309,real15,3394,4
906120.5604166666666678675309,real16,6528,6
906120.5604166666666678675309,real61,1881,10
906120.5604166666666678675309,real44,2617,10
906120.5604166666666678675309,real88,5021,5
906120.5604166666666678675309,real69,2108,10
906120.5604166666666678675309,real34,1605,10
906120.5604166666666678675309,real13,5174,7
906120.5604166666666678675309,real56,5886,10
906120.5604166666666678675309,real80,2642,10
906120.5604166666666678675309,real36,2374,5
906120.5604166666666678675309,real62,2247,10
906120.5604166666666678675309,real75,6970,8
906120.5604166666666678675309,real39,2619,9
906120.5604166666666678675309,real26,1801,9
906120.5604166666666678675309,real37,3222,10
906120.5604166666666678675309,real90,1491,10
906120.5604166666666678675309,real72,1613,10
906120.5604166666666678675309,real30,2202,10
906120.5604166666666678675309,real77,4144,6
906120.5604166666666678675309,real59,4177,4
906120.5604166666666678675309,real73,2056,10
906120.5604166666666678675309,real89,1883,10
906120.5604166666666678675309,real82,2242,5
906120.5604166666666678675309,real94,3111,8
906120.5604166666666678675309,real64,2192,10
906120.5604166666666678675309,real20,3375,5
906120.5604166666666678675309,real5,5998,6
906120.5604166666666678675309,real40,2310,4
906120.5604166666666678675309,real22,2135,9
906120.5604166666666678675309,real25,2336,4
906120.5604166666666678675309,real9,3848,4
906120.5604166666666678675309,real53,2453,2
906120.5604166666666678675309,real60,2600,4
906120.5604166666666678675309,real92,1638,10
906120.5604166666666678675309,real91,3587,8
906120.5604166666666678675309,real8,2722,2
906120.5604166666666678675309,real4,3219,10
906120.5604166666666678675309,real49,1903,10
906120.5604166666666678675309,real31,4951,5
906120.5604166666666678675309,real55,1984,10
906120.5604166666666678675309,real14,4222,5
906120.5604166666666678675309,real42,4716,5
906120.5604166666666678675309,real50,1398,10
906120.5604166666666678675309,real12,2348,10
906120.5604166666666678675309,real11,907,10
906120.5604166666666678675309,real65,3004,10
906120.5604166666666678675309,real95,2298,10
906120.5604166666666678675309,real52,3092,7
906120.5604166666666678675309,real78,5999,5
906120.5604166666666678675309,real81,1230,10
906120.5604166666666678675309,real76,4851,4
906120.5604166666666678675309,real45,5823,4
906120.5604166666666678675309,real29,2590,10
906120.5604166666666678675309,real83,3468,10
906120.5604166666666678675309,real51,5952,9
906120.5604166666666678675309,real74,6737,10
906120.5604166666666678675309,real1,3243,3
906120.5604166666666678675309,real63,4303,8
906120.5604166666666678675309,real41,5143,10
906120.5604166666666678675309,real57,4088,5
906120.5604166666666678675309,real70,2355,10
906120.5604166666666678675309,real10,3763,4
906120.5604166666666678675309,real28,3129,10
906120.5604166666666678675309,real27,1314,10
906120.5604166666666678675309,real84,3554,5
906120.5604166666666678675309,real87,1163,10
906120.5604166666666678675309,real2,5628,8
906120.5604166666666678675309,real3,5578,5
906120.5604166666666678675309,real21,1338,10
906120.5604166666666678675309,real23,4002,10
906120.5604166666666678675309,real96,2728,10
906120.5604166666666678675309,real46,2040,10
906120.5604166666666678675309,real47,1669,10
906120.5604166666666678675309,real85,3872,10
906120.573611111111111867508,real33,2319,6
906120.573611111111111867508,real35,4824,3
906120.573611111111111867508,real79,2789,7
906120.573611111111111867508,real18,2036,8
906120.573611111111111867508,real24,3127,9
906120.573611111111111867508,real54,3633,10
906120.573611111111111867508,real48,2174,10
906120.573611111111111867508,real6,1828,10
906120.573611111111111867508,real7,2235,9
906120.573611111111111867508,real68,3759,8
906120.573611111111111867508,real38,2183,10
906120.573611111111111867508,real58,1486,10
906120.573611111111111867508,real86,3029,2
906120.573611111111111867508,real17,2450,2
906120.573611111111111867508,real71,2294,10
906120.573611111111111867508,real66,1840,9
906120.573611111111111867508,real19,2329,10
906120.573611111111111867508,real67,1674,9
906120.573611111111111867508,real32,1460,7
906120.573611111111111867508,real43,2848,9
906120.573611111111111867508,real93,6003,2
906120.573611111111111867508,real15,2362,2
906120.573611111111111867508,real16,2849,2
906120.573611111111111867508,real61,2349,10
906120.573611111111111867508,real44,2583,6
906120.573611111111111867508,real88,1973,9
906120.573611111111111867508,real69,2252,10
906120.573611111111111867508,real34,1872,6
906120.573611111111111867508,real13,3116,4
906120.573611111111111867508,real56,2149,10
906120.573611111111111867508,real80,2221,5
906120.573611111111111867508,real36,1186,6
906120.573611111111111867508,real62,1435,4
906120.573611111111111867508,real75,1615,7
906120.573611111111111867508,real39,4700,9
906120.573611111111111867508,real26,1639,7
906120.573611111111111867508,real37,4329,7
906120.573611111111111867508,real90,1547,9
906120.573611111111111867508,real72,1370,10
906120.573611111111111867508,real30,2041,7
906120.573611111111111867508,real77,1492,10
906120.573611111111111867508,real59,1566,7
906120.573611111111111867508,real73,1477,9
906120.573611111111111867508,real89,1135,10
906120.573611111111111867508,real82,3062,9
906120.573611111111111867508,real94,2562,10
906120.573611111111111867508,real64,2545,8
906120.573611111111111867508,real20,2673,4
906120.573611111111111867508,real5,5472,1
906120.573611111111111867508,real40,1788,3
906120.573611111111111867508,real22,2642,9
906120.573611111111111867508,real25,1855,7
906120.573611111111111867508,real9,2441,9
906120.573611111111111867508,real53,2293,5
906120.573611111111111867508,real60,1750,6
906120.573611111111111867508,real92,3742,7
906120.573611111111111867508,real91,4490,2
906120.573611111111111867508,real8,3301,1
906120.573611111111111867508,real4,3622,10
906120.573611111111111867508,real49,1828,9
906120.573611111111111867508,real31,1578,8
906120.573611111111111867508,real55,4520,6
906120.573611111111111867508,real14,3170,4
906120.573611111111111867508,real42,2506,8
906120.573611111111111867508,real50,1498,10
906120.573611111111111867508,real12,1716,8
906120.573611111111111867508,real11,1373,4
906120.573611111111111867508,real65,1411,5
906120.573611111111111867508,real95,3218,8
906120.573611111111111867508,real52,3600,5
906120.573611111111111867508,real78,2094,6
906120.573611111111111867508,real81,3591,10
906120.573611111111111867508,real76,2226,8
906120.573611111111111867508,real45,2551,9
906120.573611111111111867508,real29,3151,10
906120.573611111111111867508,real83,2639,10
906120.573611111111111867508,real51,3104,7
906120.573611111111111867508,real74,2075,8
906120.573611111111111867508,real1,2238,6
906120.573611111111111867508,real63,2610,9
906120.573611111111111867508,real41,2201,10
906120.573611111111111867508,real57,2478,8
906120.573611111111111867508,real70,3040,4
906120.573611111111111867508,real10,3485,10
906120.573611111111111867508,real28,3091,7
906120.573611111111111867508,real27,2678,7
906120.573611111111111867508,real84,1760,5
906120.573611111111111867508,real87,2711,7
906120.573611111111111867508,real2,1934,6
906120.573611111111111867508,real3,4965,4
906120.573611111111111867508,real21,3981,4
906120.573611111111111867508,real23,3013,7
906120.573611111111111867508,real96,10578,3
906120.573611111111111867508,real46,2492,4
906120.573611111111111867508,real47,2494,2
906120.573611111111111867508,real85,2648,4
906120.6048611111111118675307,real33,9804,4
906120.6048611111111118675307,real35,5421,7
906120.6048611111111118675307,real79,4763,2
906120.6048611111111118675307,real18,3715,4
906120.6048611111111118675307,real24,11520,4
906120.6048611111111118675307,real54,4476,7
906120.6048611111111118675307,real48,9543,2
906120.6048611111111118675307,real6,15993,9
906120.6048611111111118675307,real7,11236,4
906120.6048611111111118675307,real68,4515,8
906120.6048611111111118675307,real38,5949,4
906120.6048611111111118675307,real58,5094,9
906120.6048611111111118675307,real86,4350,8
906120.6048611111111118675307,real17,3366,8
906120.6048611111111118675307,real71,8101,8
906120.6048611111111118675307,real66,2689,9
906120.6048611111111118675307,real19,2119,9
906120.6048611111111118675307,real67,8552,6
906120.6048611111111118675307,real32,3746,8
906120.6048611111111118675307,real43,5394,3
906120.6048611111111118675307,real93,4857,4
906120.6048611111111118675307,real15,5789,8
906120.6048611111111118675307,real16,9133,5
906120.6048611111111118675307,real61,6000,9
906120.6048611111111118675307,real44,4163,6
906120.6048611111111118675307,real88,5539,8
906120.6048611111111118675307,real69,2996,9
906120.6048611111111118675307,real34,4850,10
906120.6048611111111118675307,real13,5677,6
906120.6048611111111118675307,real56,5768,9
906120.6048611111111118675307,real80,5161,7
906120.6048611111111118675307,real36,3377,4
906120.6048611111111118675307,real62,4793,10
906120.6048611111111118675307,real75,4903,10
906120.6048611111111118675307,real39,8114,8
906120.6048611111111118675307,real26,9405,7
906120.6048611111111118675307,real37,3413,10
906120.6048611111111118675307,real90,3130,7
906120.6048611111111118675307,real72,4779,5
906120.6048611111111118675307,real30,3258,10
906120.6048611111111118675307,real77,4986,9
906120.6048611111111118675307,real59,5739,3
906120.6048611111111118675307,real73,2909,10
906120.6048611111111118675307,real89,3095,9
906120.6048611111111118675307,real82,5323,7
906120.6048611111111118675307,real94,5700,8
906120.6048611111111118675307,real64,5623,9
906120.6048611111111118675307,real20,8413,3
906120.6048611111111118675307,real5,2916,10
906120.6048611111111118675307,real40,9741,6
906120.6048611111111118675307,real22,7823,5
906120.6048611111111118675307,real25,8230,8
906120.6048611111111118675307,real9,8002,8
906120.6048611111111118675307,real53,3434,2
906120.6048611111111118675307,real60,2983,10
906120.6048611111111118675307,real92,5005,9
906120.6048611111111118675307,real91,3268,3
906120.6048611111111118675307,real8,4407,4
906120.6048611111111118675307,real4,2326,10
906120.6048611111111118675307,real49,3726,9
906120.6048611111111118675307,real31,7091,4
906120.6048611111111118675307,real55,2119,10
906120.6048611111111118675307,real14,3912,8
906120.6048611111111118675307,real42,7153,4
906120.6048611111111118675307,real50,2389,10
906120.6048611111111118675307,real12,7051,10
906120.6048611111111118675307,real11,4504,7
906120.6048611111111118675307,real65,4835,7
906120.6048611111111118675307,real95,5300,8
906120.6048611111111118675307,real52,8167,4
906120.6048611111111118675307,real78,8928,5
906120.6048611111111118675307,real81,5499,10
906120.6048611111111118675307,real76,11470,5
906120.6048611111111118675307,real45,5036,8
906120.6048611111111118675307,real29,2754,10
906120.6048611111111118675307,real83,4570,9
906120.6048611111111118675307,real51,4223,8
906120.6048611111111118675307,real74,6174,10
906120.6048611111111118675307,real1,3861,2
906120.6048611111111118675307,real63,2994,4
906120.6048611111111118675307,real41,2428,10
906120.6048611111111118675307,real57,4304,7
906120.6048611111111118675307,real70,5130,6
906120.6048611111111118675307,real10,5092,2
906120.6048611111111118675307,real28,3864,9
906120.6048611111111118675307,real27,5004,7
906120.6048611111111118675307,real84,5034,9
906120.6048611111111118675307,real87,2679,10
906120.6048611111111118675307,real2,5184,7
906120.6048611111111118675307,real3,3616,8
906120.6048611111111118675307,real21,2149,10
906120.6048611111111118675307,real23,4445,9
906120.6048611111111118675307,real96,5248,1
906120.6048611111111118675307,real46,2454,10
906120.6048611111111118675307,real47,2834,9
906120.6048611111111118675307,real85,3303,8
910120.3909722222222228,real33,4361,7
910120.3909722222222228,real35,4336,9
910120.3909722222222228,real79,4745,8
910120.3909722222222228,real18,3602,7
910120.3909722222222228,real24,6391,6
910120.3909722222222228,real54,6799,5
910120.3909722222222228,real48,3078,9
910120.3909722222222228,real6,11177,10
910120.3909722222222228,real7,6954,6
910120.3909722222222228,real68,4308,10
910120.3909722222222228,real38,9574,8
910120.3909722222222228,real58,4999,10
910120.3909722222222228,real86,5097,8
910120.3909722222222228,real17,7619,7
910120.3909722222222228,real71,3922,10
910120.3909722222222228,real66,3722,9
910120.3909722222222228,real19,2140,10
910120.3909722222222228,real67,4500,10
910120.3909722222222228,real32,4463,8
910120.3909722222222228,real43,4291,8
910120.3909722222222228,real93,8764,9
910120.3909722222222228,real15,5645,8
910120.3909722222222228,real16,5242,7
910120.3909722222222228,real61,5095,7
910120.3909722222222228,real44,3995,6
910120.3909722222222228,real88,4881,8
910120.3909722222222228,real69,6948,8
910120.3909722222222228,real34,2718,10
910120.3909722222222228,real13,4086,7
910120.3909722222222228,real56,8034,5
910120.3909722222222228,real80,1976,9
910120.3909722222222228,real36,5895,8
910120.3909722222222228,real62,3974,5
910120.3909722222222228,real75,5374,10
910120.3909722222222228,real39,2910,10
910120.3909722222222228,real26,4287,9
910120.3909722222222228,real37,2761,10
910120.3909722222222228,real90,6176,9
910120.3909722222222228,real72,5872,9
