expno,rating,orginalcode,id,speed,error,whichhand,LR_switch,finger_switch,rha,word_length,letter_freq,real_fake,speed_c
5,5,speeth,323,35,91,right,3,4,-2,6,8.135,1,-24.83
5,2,thrafe,323,35,91,right,2,5,-4,6,7.372333333,1,-24.83
5,5,lole,323,35,91,right,1,1,2,4,7.06475,1,-24.83
5,5,groor,323,35,91,right,2,2,-1,5,5.8006,1,-24.83
5,5,grabe,323,35,91,right,0,3,-5,5,6.0726,1,-24.83
5,5,smave,323,35,91,right,2,4,-3,5,6.116,1,-24.83
5,5,blabe,323,35,91,right,2,4,-3,5,5.5756,1,-24.83
5,7,swoom,323,35,91,right,1,2,1,5,5.2214,1,-24.83
5,5,klogue,323,35,91,right,3,4,2,6,4.963166667,1,-24.83
5,3,nague,323,35,91,right,3,4,-1,5,6.4782,1,-24.83
5,5,gware,323,35,91,right,0,4,-5,5,6.2462,1,-24.83
5,5,proot,323,35,91,right,3,3,1,5,6.3972,1,-24.83
5,5,stague,323,35,91,right,2,5,-4,6,6.8375,1,-24.83
5,5,drase,323,35,91,right,0,4,-5,5,7.4872,1,-24.83
5,5,glooge,323,35,91,right,2,3,0,6,5.961833333,1,-24.83
5,5,throoch,323,35,91,right,5,5,1,7,6.432428571,1,-24.83
5,5,spove,323,35,91,right,2,4,-1,5,5.8886,1,-24.83
5,7,lool,323,35,91,right,0,0,4,4,5.766,1,-24.83
5,5,gleese,323,35,91,right,2,4,-4,6,8.412166667,1,-24.83
5,5,dooch,323,35,91,right,3,3,1,5,5.6286,1,-24.83
5,5,dwope,323,35,91,right,2,4,-1,5,5.7502,1,-24.83
5,5,shrore,323,35,91,right,4,5,-2,6,7.434,1,-24.83
5,5,sheege,323,35,91,right,2,4,-4,6,8.757,1,-24.83
5,5,lashe,323,35,91,right,3,4,-1,5,7.463,1,-24.83
5,5,stoog,323,35,91,right,2,3,-1,5,6.4824,1,-24.83
5,5,prooge,323,35,91,right,3,4,0,6,6.2745,1,-24.83
5,5,sweef,323,35,91,right,0,2,-5,5,7.2638,1,-24.83
5,7,moshe,323,35,91,right,3,4,1,5,7.0072,1,-24.83
5,5,mothe,323,35,91,right,3,4,1,5,7.553,1,-24.83
5,7,vooge,323,35,91,right,2,3,-1,5,6.1418,1,-24.83
5,5,stose,323,35,91,right,2,4,-3,5,8.3838,1,-24.83
5,5,gwome,323,35,91,right,2,4,-1,5,5.398,1,-24.83
5,5,noge,323,35,91,right,1,3,0,4,7.24325,1,-24.83
5,7,zogue,323,35,91,right,4,4,-1,5,5.0112,1,-24.83
5,5,kloche,323,35,91,right,3,4,2,6,5.647,1,-24.83
5,5,teef,323,35,91,right,0,2,-4,4,9.172,1,-24.83
5,5,steese,323,35,91,right,0,4,-6,6,9.969333333,1,-24.83
5,3,snode,323,35,91,right,2,3,-1,5,7.5076,1,-24.83
5,3,kweech,323,35,91,right,2,3,-2,6,6.235333333,1,-24.83
5,5,dreet,323,35,91,right,0,3,-5,5,8.94,1,-24.83
5,5,thweet,323,35,91,right,2,4,-4,6,8.661666667,1,-24.83
5,7,pleek,323,35,91,right,2,3,1,5,6.426,1,-24.83
5,7,shrove,323,35,91,right,4,5,-2,6,6.599166667,1,-24.83
5,5,dobe,323,35,91,right,2,3,-2,4,6.4885,1,-24.83
5,5,throok,323,35,91,right,3,4,2,6,6.153833333,1,-24.83
5,5,gwashe,323,35,91,right,2,5,-4,6,6.2775,1,-24.83
5,5,chade,323,35,91,right,2,3,-3,5,6.7996,1,-24.83
5,5,froosh,323,35,91,right,3,3,0,6,5.941666667,1,-24.83
5,4,pleeve,324,77,99,left,1,4,-2,6,7.506333333,1,17.17
5,3,blale,324,77,99,left,4,4,-1,5,6.0822,1,17.17
5,5,prooth,324,77,99,left,4,4,2,6,6.346666667,1,17.17
5,4,flabe,324,77,99,left,2,4,-3,5,5.7228,1,17.17
5,2,toshe,324,77,99,left,4,4,-1,5,8.3372,1,17.17
5,6,yogue,324,77,99,left,3,4,1,5,5.3912,1,17.17
5,2,skoosh,324,77,99,left,3,4,2,6,5.755666667,1,17.17
5,7,tague,324,77,99,left,2,4,-3,5,6.9396,1,17.17
5,5,frofe,324,77,99,left,2,3,-3,5,6.1304,1,17.17
5,3,thwoom,324,77,99,left,3,4,2,6,5.821666667,1,17.17
5,8,jeef,324,77,99,left,1,2,-2,4,6.94625,1,17.17
5,7,frooch,324,77,99,left,3,3,0,6,5.350833333,1,17.17
5,5,cheel,324,77,99,left,3,3,-1,5,7.661,1,17.17
5,6,freeth,324,77,99,left,1,3,-4,6,8.128166667,1,17.17
5,4,choom,324,77,99,left,1,3,3,5,5.2592,1,17.17
5,5,thone,324,77,99,left,2,4,1,5,8.4216,1,17.17
5,2,yoze,324,77,99,left,1,3,0,4,5.56425,1,17.17
5,3,dreeze,324,77,99,left,0,4,-6,6,8.07,1,17.17
5,5,shache,324,77,99,left,4,5,-2,6,7.027666667,1,17.17
5,6,grooch,324,77,99,left,3,3,0,6,5.315333333,1,17.17
5,6,shrooch,324,77,99,left,5,5,1,7,6.042571429,1,17.17
5,5,joshe,324,77,99,left,3,4,1,5,6.5566,1,17.17
5,5,gooth,324,77,99,left,3,3,1,5,6.4358,1,17.17
5,7,tafe,324,77,99,left,0,3,-4,4,8.03825,1,17.17
5,3,spave,324,77,99,left,2,4,-3,5,6.0206,1,17.17
5,4,thoosh,324,77,99,left,3,4,2,6,7.0975,1,17.17
5,7,blabe,324,77,99,left,2,4,-3,5,5.5756,1,17.17
5,7,swothe,324,77,99,left,4,4,-2,6,7.341,1,17.17
5,6,gleese,324,77,99,left,2,4,-4,6,8.412166667,1,17.17
5,5,gwase,324,77,99,left,0,4,-5,5,6.3142,1,17.17
5,5,frashe,324,77,99,left,2,4,-4,6,6.9175,1,17.17
5,4,spame,324,77,99,left,4,4,-1,5,6.3062,1,17.17
5,3,twove,324,77,99,left,2,4,-3,5,6.5206,1,17.17
5,6,treek,324,77,99,left,1,2,-3,5,8.2438,1,17.17
5,5,yague,324,77,99,left,3,4,-1,5,5.5232,1,17.17
5,6,sheeg,324,77,99,left,2,3,-3,5,7.968,1,17.17
5,4,flape,324,77,99,left,4,4,-1,5,5.8102,1,17.17
5,3,yaze,324,77,99,left,1,2,-2,4,5.72925,1,17.17
5,6,frothe,324,77,99,left,4,4,-2,6,7.262333333,1,17.17
5,3,dweech,324,77,99,left,1,3,-4,6,6.8155,1,17.17
5,6,smooge,324,77,99,left,2,4,0,6,6.410666667,1,17.17
5,4,chool,324,77,99,left,1,2,3,5,5.583,1,17.17
5,5,treef,324,77,99,left,0,2,-5,5,8.535,1,17.17
5,5,prache,324,77,99,left,3,5,-2,6,6.276833333,1,17.17
5,3,gwool,324,77,99,left,1,2,1,5,4.6828,1,17.17
5,4,jate,324,77,99,left,1,3,-2,4,7.5195,1,17.17
5,4,gwooch,324,77,99,left,3,4,0,6,4.710833333,1,17.17
5,5,throche,324,77,99,left,6,6,-1,7,7.174571429,1,17.17
5,4,shrape,324,77,99,left,4,5,-2,6,6.867666667,1,17.17
5,5,threech,324,77,99,left,3,4,-3,7,7.916714286,1,17.17
5,6,grare,324,77,99,left,0,3,-5,5,6.9716,1,17.17
5,4,shreeg,324,77,99,left,2,4,-4,6,7.637833333,1,17.17
5,6,thrare,324,77,99,left,2,5,-4,6,7.998833333,1,17.17
5,5,drooch,324,77,99,left,3,4,0,6,5.688333333,1,17.17
5,4,shroosh,324,77,99,left,5,5,1,7,6.549,1,17.17
5,3,gwashe,324,77,99,left,2,5,-4,6,6.2775,1,17.17
5,4,bleege,324,77,99,left,2,4,-4,6,7.606333333,1,17.17
5,5,mathe,324,77,99,left,3,4,-1,5,7.685,1,17.17
5,4,blague,324,77,99,left,4,5,-2,6,5.193166667,1,17.17
5,7,vave,324,77,99,left,0,3,-4,4,5.70625,1,17.17
5,5,breer,325,42,97,left,0,2,-5,5,7.774,1,-17.83
5,5,throom,325,42,97,left,3,4,2,6,6.426166667,1,-17.83
5,4,drofe,325,42,97,left,2,4,-3,5,6.5354,1,-17.83
5,6,twame,325,42,97,left,2,4,-3,5,6.9382,1,-17.83
5,7,yeet,325,42,97,left,1,2,-2,4,9.1085,1,-17.83
5,5,trome,325,42,97,left,2,3,-1,5,7.5316,1,-17.83
5,6,veeb,325,42,97,left,0,2,-4,4,6.9685,1,-17.83
5,3,smeeth,325,42,97,left,3,4,-2,6,8.2145,1,-17.83
5,4,spote,325,42,97,left,2,4,-1,5,7.5042,1,-17.83
5,3,groche,325,42,97,left,4,4,-2,6,6.181166667,1,-17.83
5,6,zeesh,325,42,97,left,1,3,-3,5,7.5798,1,-17.83
5,5,vave,325,42,97,left,0,3,-4,4,5.70625,1,-17.83
5,4,brashe,325,42,97,left,2,4,-4,6,6.794833333,1,-17.83
5,6,drooze,325,42,97,left,2,4,-2,6,6.338333333,1,-17.83
5,5,broob,325,42,97,left,2,2,-1,5,4.797,1,-17.83
5,3,smase,325,42,97,left,2,4,-3,5,7.1858,1,-17.83
5,3,prate,325,42,97,left,1,4,-3,5,7.5682,1,-17.83
5,7,treef,325,42,97,left,0,2,-5,5,8.535,1,-17.83
5,6,zoog,325,42,97,left,2,2,0,4,4.27575,1,-17.83
5,5,frathe,325,42,97,left,2,4,-4,6,7.372333333,1,-17.83
5,4,drose,325,42,97,left,2,4,-3,5,7.3552,1,-17.83
5,3,plove,325,42,97,left,1,3,1,5,5.4282,1,-17.83
5,4,thode,325,42,97,left,2,3,-1,5,7.9224,1,-17.83
5,6,yase,325,42,97,left,1,3,-2,4,7.2925,1,-17.83
5,6,flove,325,42,97,left,2,3,-1,5,5.488,1,-17.83
5,4,gwose,325,42,97,left,2,4,-3,5,6.1822,1,-17.83
5,5,thape,325,42,97,left,4,4,-1,5,7.5896,1,-17.83
5,4,steech,325,42,97,left,1,3,-4,6,8.277166667,1,-17.83
5,2,grooch,325,42,97,left,3,3,0,6,5.315333333,1,-17.83
5,2,stoose,325,42,97,left,2,4,-2,6,8.237666667,1,-17.83
5,3,sleeg,325,42,97,left,2,3,-3,5,7.5542,1,-17.83
5,5,kwache,325,42,97,left,3,5,-2,6,5.4795,1,-17.83
5,4,veed,325,42,97,left,0,1,-4,4,7.65875,1,-17.83
5,6,tweeve,325,42,97,left,0,4,-6,6,8.416666667,1,-17.83
5,7,gothe,325,42,97,left,4,4,-1,5,7.4748,1,-17.83
5,4,stooch,325,42,97,left,3,4,0,6,6.5455,1,-17.83
5,6,kwoosh,325,42,97,left,4,4,2,6,5.0945,1,-17.83
5,4,yoob,325,42,97,left,1,2,2,4,4.62,1,-17.83
5,5,dwage,325,42,97,left,0,4,-5,5,5.8994,1,-17.83
5,3,skeem,325,42,97,left,3,3,-1,5,6.9818,1,-17.83
5,5,thwool,325,42,97,left,3,3,2,6,6.0915,1,-17.83
5,5,gweek,325,42,97,left,1,3,-3,5,6.1102,1,-17.83
5,6,thweese,325,42,97,left,2,5,-5,7,8.849,1,-17.83
5,7,zoof,325,42,97,left,2,2,0,4,4.329,1,-17.83
5,5,swabe,325,42,97,left,0,3,-5,5,6.2096,1,-17.83
5,4,yeesh,325,42,97,left,2,3,-1,5,7.9598,1,-17.83
5,4,fleeth,325,42,97,left,3,4,-2,6,7.801166667,1,-17.83
5,5,gwane,325,42,97,left,2,4,-3,5,6.3986,1,-17.83
5,3,slood,325,42,97,left,2,2,1,5,5.9238,1,-17.83
5,6,trafe,325,42,97,left,0,3,-5,5,7.628,1,-17.83
5,5,kwoove,325,42,97,left,3,4,0,6,5.304333333,1,-17.83
5,4,dwoose,325,42,97,left,2,4,-2,6,6.776,1,-17.83
5,5,speeve,325,42,97,left,2,4,-4,6,7.89,1,-17.83
5,2,snabe,325,42,97,left,2,4,-3,5,7.0874,1,-17.83
5,3,yage,325,42,97,left,1,3,-2,4,6.2145,1,-17.83
5,4,veeve,325,42,97,left,0,3,-5,5,8.0124,1,-17.83
5,4,swathe,325,42,97,left,2,4,-4,6,7.451,1,-17.83
5,4,broog,325,42,97,left,2,2,-1,5,4.9016,1,-17.83
5,3,smashe,325,42,97,left,4,5,-2,6,7.003833333,1,-17.83
5,5,gloshe,325,42,97,left,4,4,0,6,6.445,1,-17.83
5,2,vade,326,45,95,right ,0,2,-4,4,6.525,1,-14.83
5,2,ploop,326,45,95,right ,0,2,5,5,4.5794,1,-14.83
5,2,smose,326,45,95,right ,2,4,-1,5,7.0538,1,-14.83
5,2,glague,326,45,95,right ,4,5,-2,6,5.280333333,1,-14.83
5,2,thode,326,45,95,right ,2,3,-1,5,7.9224,1,-14.83
5,2,breesh,326,45,95,right ,1,3,-4,6,7.550666667,1,-14.83
5,1,frofe,326,45,95,right ,2,3,-3,5,6.1304,1,-14.83
5,1,droob,326,45,95,right ,2,3,-1,5,5.3492,1,-14.83
5,1,thobe,326,45,95,right ,2,4,-1,5,7.3702,1,-14.83
5,1,chood,326,45,95,right ,2,3,1,5,5.6286,1,-14.83
5,1,thrave,326,45,95,right ,2,5,-4,6,7.164,1,-14.83
5,5,snood,326,45,95,right ,2,3,1,5,6.4686,1,-14.83
5,5,plooth,326,45,95,right ,2,3,4,6,6.019666667,1,-14.83
5,5,bloge,326,45,95,right ,2,3,-1,5,5.5482,1,-14.83
5,5,stabe,326,45,95,right ,0,4,-5,5,7.5488,1,-14.83
5,5,thwoche,326,45,95,right ,6,6,-1,7,6.656428571,1,-14.83
5,5,kwoge,326,45,95,right ,3,4,-1,5,5.0712,1,-14.83
5,5,krothe,326,45,95,right ,5,5,0,6,7.019666667,1,-14.83
5,5,gwone,326,45,95,right ,2,4,-1,5,6.2666,1,-14.83
5,5,throke,326,45,95,right ,4,5,0,6,7.019666667,1,-14.83
5,5,skose,326,45,95,right ,2,4,-1,5,6.727,1,-14.83
5,5,throosh,326,45,95,right ,5,5,1,7,6.938857143,1,-14.83
5,5,speesh,326,45,95,right ,3,4,-2,6,7.680166667,1,-14.83
5,5,prome,326,45,95,right ,3,4,1,5,6.1062,1,-14.83
5,5,threep,326,45,95,right ,3,4,-2,6,8.078333333,1,-14.83
5,5,flache,326,45,95,right ,4,5,-2,6,5.999666667,1,-14.83
5,5,prache,326,45,95,right ,3,5,-2,6,6.276833333,1,-14.83
5,5,yame,326,45,95,right ,3,3,0,4,6.31225,1,-14.83
5,5,gware,326,45,95,right ,0,4,-5,5,6.2462,1,-14.83
5,5,dwoor,326,45,95,right ,2,3,-1,5,5.5228,1,-14.83
5,5,swove,326,45,95,right ,2,3,-3,5,5.9748,1,-14.83
5,5,pashe,326,45,95,right ,3,4,-1,5,7.0438,1,-14.83
5,5,dothe,326,45,95,right ,4,4,-1,5,7.9224,1,-14.83
5,5,bashe,326,45,95,right ,2,4,-3,5,6.9564,1,-14.83
5,5,shrame,326,45,95,right ,4,5,-2,6,6.947166667,1,-14.83
5,5,toove,326,45,95,right ,2,3,-1,5,7.55,1,-14.83
5,5,floog,326,45,95,right ,2,2,1,5,4.6564,1,-14.83
5,5,thabe,326,45,95,right ,2,4,-3,5,7.5022,1,-14.83
5,5,frape,326,45,95,right ,2,3,-3,5,6.2026,1,-14.83
5,5,voop,326,45,95,right ,1,2,2,4,4.48025,1,-14.83
5,5,fleef,326,45,95,right ,2,3,-3,5,6.777,1,-14.83
5,5,skoob,326,45,95,right ,2,3,1,5,4.721,1,-14.83
5,5,smade,326,45,95,right ,2,3,-3,5,6.771,1,-14.83
5,5,droor,326,45,95,right ,2,3,-1,5,6.2482,1,-14.83
5,5,neeg,326,45,95,right ,1,2,-2,4,8.542,1,-14.83
5,5,ploor,326,45,95,right ,1,2,3,5,5.391,1,-14.83
5,5,swooge,326,45,95,right ,2,3,-2,6,6.403,1,-14.83
5,5,chooge,326,45,95,right ,2,4,0,6,6.4345,1,-14.83
5,6,feep,326,45,95,right ,1,2,-2,4,7.39025,1,-14.83
5,4,swaze,326,45,95,right ,0,2,-5,5,5.926,1,-14.83
5,3,krache,326,45,95,right ,3,5,-2,6,6.084,1,-14.83
5,4,thage,326,45,95,right ,2,4,-3,5,7.6068,1,-14.83
5,5,dwade,326,45,95,right ,0,3,-5,5,6.347,1,-14.83
5,6,tweese,326,45,95,right ,0,4,-6,6,9.308166667,1,-14.83
5,6,throthe,326,45,95,right ,6,6,-1,7,8.070857143,1,-14.83
5,7,zafe,326,45,95,right ,0,2,-4,4,5.79275,1,-14.83
5,7,threel,326,45,95,right ,3,4,-2,6,8.427666667,1,-14.83
5,6,thwashe,326,45,95,right ,4,6,-3,7,7.257142857,1,-14.83
5,5,kreeg,326,45,95,right ,1,3,-3,5,6.8356,1,-14.83
5,4,beesh,326,45,95,right ,1,3,-3,5,7.8634,1,-14.83
5,2,broog,327,43,100,right,2,2,-1,5,4.9016,1,-16.83
5,1,deef,327,43,100,right,0,1,-4,4,7.97125,1,-16.83
5,3,shreeth,327,43,100,right,3,5,-3,7,8.423142857,1,-16.83
5,3,throor,327,43,100,right,4,4,0,6,7.023,1,-16.83
5,6,yeese,327,43,100,right,1,3,-3,5,9.2814,1,-16.83
5,4,snode,327,43,100,right,2,3,-1,5,7.5076,1,-16.83
5,2,slafe,327,43,100,right,2,4,-3,5,6.6898,1,-16.83
5,6,gweef,327,43,100,right,0,3,-5,5,6.4014,1,-16.83
5,6,swogue,327,43,100,right,4,4,-2,6,5.6115,1,-16.83
5,5,drore,327,43,100,right,2,4,-3,5,7.2872,1,-16.83
5,5,smaze,327,43,100,right,2,3,-3,5,5.9352,1,-16.83
5,5,pooth,327,43,100,right,2,3,3,5,6.4186,1,-16.83
5,5,prache,327,43,100,right,3,5,-2,6,6.276833333,1,-16.83
5,5,gooth,327,43,100,right,3,3,1,5,6.4358,1,-16.83
5,4,dween,327,43,100,right,1,3,-3,5,7.7532,1,-16.83
5,5,kloshe,327,43,100,right,3,4,2,6,6.237833333,1,-16.83
5,4,zage,327,43,100,right,0,2,-4,4,5.7395,1,-16.83
5,2,grage,327,43,100,right,0,3,-5,5,6.1772,1,-16.83
5,5,kwode,327,43,100,right,3,3,-1,5,5.5188,1,-16.83
5,5,fleege,327,43,100,right,2,4,-4,6,7.729,1,-16.83
5,4,gloge,327,43,100,right,2,3,-1,5,5.6528,1,-16.83
5,6,snogue,327,43,100,right,4,5,0,6,6.343,1,-16.83
5,5,blofe,327,43,100,right,2,3,-1,5,5.5908,1,-16.83
5,5,prashe,327,43,100,right,3,5,-2,6,6.867666667,1,-16.83
5,6,dwache,327,43,100,right,2,5,-4,6,6.059666667,1,-16.83
5,5,boog,327,43,100,right,2,2,0,4,4.63025,1,-16.83
5,5,yoop,327,43,100,right,0,2,4,4,4.72925,1,-16.83
5,7,gwale,327,43,100,right,2,4,-3,5,5.8538,1,-16.83
5,8,thwale,327,43,100,right,4,5,-2,6,7.067333333,1,-16.83
5,6,thague,327,43,100,right,4,5,-2,6,6.798666667,1,-16.83
5,6,throthe,327,43,100,right,6,6,-1,7,8.070857143,1,-16.83
5,9,gleege,327,43,100,right,2,4,-4,6,7.6935,1,-16.83
5,6,klobe,327,43,100,right,1,3,1,5,5.2996,1,-16.83
5,4,bloof,327,43,100,right,2,2,1,5,4.5518,1,-16.83
5,5,yoosh,327,43,100,right,2,3,3,5,5.8818,1,-16.83
5,5,dreege,327,43,100,right,0,4,-6,6,8.3935,1,-16.83
5,3,floche,327,43,100,right,4,4,0,6,5.889666667,1,-16.83
5,5,seech,327,43,100,right,1,2,-3,5,8.1214,1,-16.83
5,4,swothe,327,43,100,right,4,4,-2,6,7.341,1,-16.83
5,5,snague,327,43,100,right,4,5,-2,6,6.453,1,-16.83
5,3,drague,327,43,100,right,2,5,-4,6,5.980333333,1,-16.83
5,2,plore,327,43,100,right,1,3,1,5,6.43,1,-16.83
5,4,shrote,327,43,100,right,4,5,-2,6,7.9455,1,-16.83
5,5,floog,327,43,100,right,2,2,1,5,4.6564,1,-16.83
5,5,brothe,327,43,100,right,4,4,-2,6,7.139666667,1,-16.83
5,2,slobe,327,43,100,right,2,3,-1,5,6.4106,1,-16.83
5,5,skome,327,43,100,right,2,4,1,5,5.9428,1,-16.83
5,4,geech,327,43,100,right,1,2,-3,5,7.259,1,-16.83
5,3,chade,327,43,100,right,2,3,-3,5,6.7996,1,-16.83
5,4,drode,327,43,100,right,2,3,-3,5,6.9404,1,-16.83
5,6,skook,327,43,100,right,1,3,3,5,4.577,1,-16.83
5,5,kwope,327,43,100,right,3,4,1,5,5.054,1,-16.83
5,4,plove,327,43,100,right,1,3,1,5,5.4282,1,-16.83
5,5,shroor,327,43,100,right,4,4,0,6,6.568166667,1,-16.83
5,5,thoog,327,43,100,right,2,3,1,5,6.4358,1,-16.83
5,4,klache,327,43,100,right,3,5,0,6,5.757,1,-16.83
5,4,brope,327,43,100,right,2,3,-1,5,5.9234,1,-16.83
5,4,thade,327,43,100,right,2,3,-3,5,8.0544,1,-16.83
5,2,flabe,327,43,100,right,2,4,-3,5,5.7228,1,-16.83
5,8,shrofe,327,43,100,right,4,5,-2,6,6.8075,1,-16.83
5,4,throfe,328,31,83,right,4,5,-2,6,7.262333333,1,-28.83
5,5,swoom,328,31,83,right,1,2,1,5,5.2214,1,-28.83
5,4,throod,328,31,83,right,4,4,0,6,6.734,1,-28.83
5,3,drache,328,31,83,right,2,5,-4,6,6.664166667,1,-28.83
5,6,thabe,328,31,83,right,2,4,-3,5,7.5022,1,-28.83
5,4,jooch,328,31,83,right,2,3,3,5,4.8086,1,-28.83
5,4,brore,328,31,83,right,2,3,-3,5,6.735,1,-28.83
5,2,swothe,328,31,83,right,4,4,-2,6,7.341,1,-28.83
5,6,teeve,328,31,83,right,0,3,-5,5,9.628,1,-28.83
5,5,slore,328,31,83,right,2,3,-1,5,7.3096,1,-28.83
5,6,kwabe,328,31,83,right,1,4,-3,5,5.0986,1,-28.83
5,5,smoon,328,31,83,right,1,3,3,5,6.0992,1,-28.83
5,7,stague,328,31,83,right,2,5,-4,6,6.8375,1,-28.83
5,7,speeg,328,31,83,right,2,3,-3,5,7.135,1,-28.83
5,6,prooch,328,31,83,right,4,4,2,6,5.301,1,-28.83
5,5,kroshe,328,31,83,right,5,5,0,6,6.564833333,1,-28.83
5,4,twoof,328,31,83,right,2,3,-1,5,5.7316,1,-28.83
5,3,glague,328,31,83,right,4,5,-2,6,5.280333333,1,-28.83
5,5,slofe,328,31,83,right,2,3,-1,5,6.5578,1,-28.83
5,5,vade,328,31,83,right,0,2,-4,4,6.525,1,-28.83
5,5,slooch,328,31,83,right,3,3,2,6,5.707,1,-28.83
5,4,thwafe,328,31,83,right,2,5,-4,6,6.767833333,1,-28.83
5,6,zeege,328,31,83,right,0,3,-5,5,8.039,1,-28.83
5,5,brashe,328,31,83,right,2,4,-4,6,6.794833333,1,-28.83
5,6,reesh,328,31,83,right,1,3,-3,5,8.7624,1,-28.83
5,3,dwoove,328,31,83,right,2,4,-2,6,5.8845,1,-28.83
5,5,geech,328,31,83,right,1,2,-3,5,7.259,1,-28.83
5,4,thweer,328,31,83,right,2,4,-4,6,8.150166667,1,-28.83
5,5,thoob,328,31,83,right,2,3,1,5,6.3312,1,-28.83
5,6,seeg,328,31,83,right,0,2,-4,4,8.4365,1,-28.83
5,4,thogue,328,31,83,right,4,5,0,6,6.688666667,1,-28.83
5,5,sleef,328,31,83,right,2,3,-3,5,7.5968,1,-28.83
5,5,blofe,328,31,83,right,2,3,-1,5,5.5908,1,-28.83
5,4,plashe,328,31,83,right,3,5,0,6,6.540666667,1,-28.83
5,4,kreeth,328,31,83,right,2,4,-2,6,7.8855,1,-28.83
5,2,gwope,328,31,83,right,2,4,-1,5,5.3026,1,-28.83
5,4,shrooch,328,31,83,right,5,5,1,7,6.042571429,1,-28.83
5,5,preet,328,31,83,right,1,3,-3,5,8.4752,1,-28.83
5,7,chale,328,31,83,right,4,4,-1,5,6.754,1,-28.83
5,6,gloose,328,31,83,right,2,3,0,6,6.6805,1,-28.83
5,4,swoze,328,31,83,right,2,3,-3,5,5.794,1,-28.83
5,3,dwogue,328,31,83,right,4,5,-2,6,5.265833333,1,-28.83
5,6,yeet,328,31,83,right,1,2,-2,4,9.1085,1,-28.83
5,2,kwague,328,31,83,right,3,5,-2,6,4.795666667,1,-28.83
5,5,kweesh,328,31,83,right,2,4,-2,6,6.826166667,1,-28.83
5,4,smague,328,31,83,right,4,5,-2,6,5.729166667,1,-28.83
5,5,joshe,328,31,83,right,3,4,1,5,6.5566,1,-28.83
5,4,thweeve,328,31,83,right,2,5,-5,7,8.084857143,1,-28.83
5,5,throosh,328,31,83,right,5,5,1,7,6.938857143,1,-28.83
5,5,broog,328,31,83,right,2,2,-1,5,4.9016,1,-28.83
5,7,bave,328,31,83,right,0,3,-4,4,5.83475,1,-28.83
5,5,theep,328,31,83,right,3,3,-1,5,8.4966,1,-28.83
5,7,choob,328,31,83,right,2,3,1,5,5.0764,1,-28.83
5,7,boove,328,31,83,right,2,3,-1,5,6.0372,1,-28.83
5,5,thweesh,328,31,83,right,3,5,-3,7,7.905,1,-28.83
5,5,wathe,328,31,83,right,2,4,-3,5,7.6758,1,-28.83
5,5,spooth,328,31,83,right,3,4,2,6,6.403333333,1,-28.83
5,5,shrone,328,31,83,right,4,5,0,6,7.561,1,-28.83
5,7,blale,328,31,83,right,4,4,-1,5,6.0822,1,-28.83
5,7,shrare,328,31,83,right,2,5,-4,6,7.544,1,-28.83
5,6,smooth,329,47,100,right,3,4,2,6,6.482833333,1,-12.83
5,5,troof,329,47,100,right,2,2,-1,5,6.457,1,-12.83
5,6,yoose,329,47,100,right,1,3,1,5,7.2034,1,-12.83
5,6,thwoog,329,47,100,right,4,4,0,6,5.7565,1,-12.83
5,4,shrole,329,47,100,right,4,4,0,6,7.107,1,-12.83
5,6,kwaze,329,47,100,right,1,3,-3,5,4.815,1,-12.83
5,5,flafe,329,47,100,right,2,4,-3,5,5.87,1,-12.83
5,7,thwooth,329,47,100,right,5,5,1,7,6.810571429,1,-12.83
5,5,jache,329,47,100,right,3,4,-1,5,5.9796,1,-12.83
5,4,brobe,329,47,100,right,2,3,-3,5,5.836,1,-12.83
5,6,kloshe,329,47,100,right,3,4,2,6,6.237833333,1,-12.83
5,5,boshe,329,47,100,right,4,4,-1,5,6.8244,1,-12.83
5,6,shrooge,329,47,100,right,4,5,-1,7,6.877,1,-12.83
5,7,swase,329,47,100,right,0,3,-5,5,7.1766,1,-12.83
5,4,tweeth,329,47,100,right,1,4,-4,6,8.661666667,1,-12.83
5,4,shreer,329,47,100,right,2,4,-4,6,8.299833333,1,-12.83
5,3,twole,329,47,100,right,2,3,-1,5,7.13,1,-12.83
5,6,thoon,329,47,100,right,1,3,3,5,7.3826,1,-12.83
5,5,dwoove,329,47,100,right,2,4,-2,6,5.8845,1,-12.83
5,4,glothe,329,47,100,right,4,4,0,6,6.899833333,1,-12.83
5,3,threech,329,47,100,right,3,4,-3,7,7.916714286,1,-12.83
5,5,yache,329,47,100,right,3,4,-1,5,6.3438,1,-12.83
5,4,fleeth,329,47,100,right,3,4,-2,6,7.801166667,1,-12.83
5,4,sneeve,329,47,100,right,2,4,-4,6,8.693333333,1,-12.83
5,3,dweech,329,47,100,right,1,3,-4,6,6.8155,1,-12.83
5,5,thate,329,47,100,right,2,4,-3,5,9.015,1,-12.83
5,5,loche,329,47,100,right,3,3,1,5,6.622,1,-12.83
5,6,fooch,329,47,100,right,3,3,1,5,5.2236,1,-12.83
5,5,brashe,329,47,100,right,2,4,-4,6,6.794833333,1,-12.83
5,4,gweef,329,47,100,right,0,3,-5,5,6.4014,1,-12.83
5,6,dwoosh,329,47,100,right,3,4,0,6,5.674666667,1,-12.83
5,5,pashe,329,47,100,right,3,4,-1,5,7.0438,1,-12.83
5,4,flathe,329,47,100,right,4,5,-2,6,7.045333333,1,-12.83
