posemo,negemo
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,8.33
27.27,0.00
12.50,0.00
0.00,0.00
0.00,9.09
18.18,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,20.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,0.00
0.00,18.18
0.00,0.00
0.00,0.00
0.00,11.11
0.00,10.00
0.00,18.18
0.00,20.00
0.00,11.11
0.00,0.00
0.00,8.33
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
11.11,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
22.22,0.00
0.00,0.00
0.00,0.00
0.00,7.69
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
10.00,0.00
0.00,0.00
10.00,10.00
8.33,0.00
0.00,0.00
0.00,0.00
14.29,0.00
0.00,0.00
0.00,7.14
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
22.22,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,7.69
0.00,0.00
11.11,0.00
0.00,0.00
0.00,9.09
0.00,8.33
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
25.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,11.11
0.00,8.33
0.00,11.11
0.00,0.00
9.09,9.09
0.00,0.00
0.00,8.33
0.00,9.09
0.00,8.33
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
9.09,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
25.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,8.33
0.00,0.00
0.00,0.00
9.09,0.00
0.00,0.00
9.09,9.09
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
9.09,9.09
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
25.00,0.00
0.00,0.00
9.09,9.09
0.00,0.00
0.00,0.00
0.00,9.09
9.09,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
10.00,10.00
0.00,0.00
11.11,0.00
12.50,0.00
0.00,11.11
0.00,14.29
0.00,11.11
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,20.00
0.00,0.00
9.09,9.09
0.00,10.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,11.11
0.00,10.00
9.09,0.00
0.00,0.00
0.00,9.09
0.00,0.00
0.00,20.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,8.33
0.00,0.00
0.00,8.33
0.00,25.00
0.00,0.00
0.00,0.00
9.09,27.27
11.11,11.11
0.00,0.00
18.18,9.09
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,22.22
11.11,0.00
0.00,9.09
0.00,0.00
0.00,33.33
0.00,8.33
0.00,0.00
0.00,10.00
0.00,9.09
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,22.22
11.11,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,10.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,16.67
0.00,8.33
0.00,12.50
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,25.00
10.00,30.00
0.00,22.22
27.27,0.00
40.00,0.00
0.00,0.00
0.00,25.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,12.50
9.09,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
10.00,0.00
9.09,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,20.00
0.00,0.00
0.00,10.00
8.33,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,18.18
0.00,10.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,12.50
0.00,0.00
0.00,0.00
9.09,0.00
10.00,0.00
10.00,0.00
0.00,0.00
0.00,12.50
10.00,0.00
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,0.00
0.00,8.33
12.50,0.00
0.00,0.00
0.00,9.09
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,7.69
0.00,0.00
0.00,8.33
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
8.33,0.00
0.00,22.22
0.00,0.00
0.00,9.09
0.00,9.09
0.00,10.00
10.00,10.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
11.11,11.11
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
25.00,12.50
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,12.50
9.09,0.00
0.00,0.00
0.00,20.00
0.00,11.11
12.50,0.00
12.50,12.50
0.00,0.00
0.00,0.00
0.00,12.50
0.00,20.00
9.09,0.00
0.00,0.00
0.00,25.00
33.33,16.67
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
25.00,0.00
0.00,0.00
0.00,0.00
12.50,12.50
0.00,0.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
10.00,10.00
0.00,11.11
0.00,0.00
8.33,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,12.50
0.00,0.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
10.00,10.00
0.00,11.11
0.00,0.00
8.33,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
9.09,0.00
9.09,18.18
12.50,0.00
0.00,7.69
20.00,0.00
0.00,8.33
0.00,0.00
18.18,0.00
0.00,0.00
0.00,7.69
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
10.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,10.00
0.00,8.33
0.00,0.00
0.00,0.00
6.67,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,20.00
8.33,16.67
7.69,0.00
10.00,0.00
0.00,8.33
22.22,0.00
0.00,0.00
9.09,0.00
0.00,0.00
0.00,12.50
20.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
8.33,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
14.29,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,11.11
11.11,11.11
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,25.00
9.09,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,8.33
0.00,0.00
0.00,8.33
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
9.09,0.00
0.00,0.00
10.00,0.00
0.00,0.00
10.00,0.00
0.00,11.11
11.11,11.11
0.00,0.00
11.11,0.00
0.00,0.00
10.00,0.00
12.50,0.00
0.00,9.09
0.00,0.00
0.00,11.11
0.00,0.00
7.69,0.00
0.00,18.18
0.00,0.00
12.50,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,0.00
10.00,10.00
7.69,0.00
0.00,0.00
0.00,8.33
21.43,0.00
0.00,0.00
0.00,0.00
0.00,0.00
22.22,0.00
0.00,0.00
9.09,0.00
0.00,0.00
0.00,0.00
8.33,0.00
7.69,0.00
0.00,0.00
7.69,0.00
0.00,0.00
14.29,0.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
10.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
8.33,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
9.09,0.00
9.09,0.00
0.00,0.00
11.11,0.00
27.27,0.00
9.09,18.18
0.00,0.00
0.00,16.67
0.00,22.22
11.11,11.11
0.00,0.00
8.33,0.00
0.00,0.00
0.00,0.00
0.00,28.57
0.00,0.00
0.00,0.00
8.33,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,8.33
0.00,10.00
0.00,0.00
11.11,0.00
11.11,0.00
0.00,0.00
0.00,0.00
16.67,0.00
0.00,11.11
0.00,0.00
0.00,0.00
9.09,0.00
11.11,0.00
0.00,20.00
0.00,8.33
0.00,0.00
0.00,7.14
0.00,0.00
18.18,9.09
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,22.22
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,22.22
9.09,0.00
10.00,10.00
22.22,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,7.69
8.33,16.67
0.00,10.00
0.00,8.33
0.00,0.00
0.00,8.33
0.00,0.00
0.00,0.00
0.00,10.00
27.27,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,20.00
0.00,0.00
10.00,0.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
16.67,8.33
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
25.00,37.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
12.50,0.00
9.09,0.00
22.22,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,15.38
0.00,0.00
9.09,0.00
0.00,12.50
10.00,0.00
0.00,0.00
0.00,0.00
0.00,8.33
0.00,0.00
9.09,9.09
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,8.33
0.00,8.33
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,0.00
10.00,0.00
30.00,10.00
25.00,0.00
0.00,18.18
9.09,0.00
0.00,11.11
0.00,8.33
0.00,0.00
0.00,0.00
0.00,10.00
0.00,22.22
0.00,10.00
9.09,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,8.33
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
20.00,0.00
0.00,10.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,9.09
10.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,8.33
0.00,0.00
0.00,9.09
7.69,0.00
0.00,9.09
0.00,0.00
0.00,9.09
0.00,0.00
0.00,10.00
0.00,9.09
0.00,0.00
0.00,10.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,8.33
0.00,0.00
0.00,11.11
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
10.00,0.00
0.00,0.00
10.00,0.00
10.00,0.00
0.00,37.50
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
11.11,0.00
0.00,0.00
9.09,0.00
0.00,0.00
0.00,0.00
0.00,12.50
8.33,8.33
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
22.22,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
11.11,22.22
0.00,0.00
8.33,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,27.27
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
8.33,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
9.09,0.00
10.00,0.00
9.09,0.00
0.00,11.11
0.00,9.09
0.00,0.00
0.00,9.09
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
10.00,10.00
0.00,0.00
0.00,0.00
0.00,27.27
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
8.33,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
9.09,0.00
10.00,0.00
9.09,0.00
0.00,11.11
0.00,9.09
0.00,0.00
0.00,9.09
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
10.00,10.00
0.00,0.00
0.00,0.00
9.09,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,11.11
20.00,0.00
7.14,14.29
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
8.33,0.00
0.00,18.18
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
10.00,0.00
0.00,10.00
0.00,8.33
0.00,11.11
0.00,0.00
18.18,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,0.00
9.09,9.09
0.00,0.00
0.00,10.00
0.00,11.11
0.00,0.00
10.00,0.00
30.00,0.00
10.00,0.00
0.00,11.11
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
11.11,0.00
0.00,9.09
0.00,10.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,9.09
0.00,20.00
0.00,14.29
0.00,0.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
8.33,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
9.09,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
9.09,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,7.69
18.18,0.00
7.14,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
18.18,0.00
0.00,0.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,9.09
8.33,0.00
11.11,0.00
18.18,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
8.33,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,20.00
18.18,18.18
0.00,0.00
0.00,0.00
0.00,9.09
0.00,11.11
0.00,0.00
7.69,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,15.38
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,0.00
10.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,9.09
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,11.11
11.11,0.00
0.00,11.11
9.09,0.00
12.50,0.00
0.00,10.00
9.09,18.18
0.00,10.00
0.00,10.00
10.00,0.00
0.00,7.69
0.00,0.00
0.00,0.00
0.00,0.00
11.11,11.11
0.00,0.00
0.00,9.09
10.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
8.33,0.00
11.11,0.00
0.00,8.33
0.00,0.00
20.00,0.00
10.00,0.00
0.00,8.33
0.00,0.00
0.00,10.00
18.18,0.00
9.09,0.00
0.00,0.00
0.00,0.00
9.09,0.00
0.00,14.29
12.50,0.00
0.00,0.00
0.00,9.09
10.00,10.00
11.11,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
28.57,0.00
0.00,0.00
0.00,16.67
0.00,9.09
9.09,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,18.18
0.00,0.00
0.00,0.00
18.18,0.00
7.14,0.00
0.00,10.00
11.11,11.11
0.00,10.00
0.00,11.11
0.00,0.00
0.00,10.00
0.00,0.00
0.00,11.11
10.00,0.00
10.00,0.00
0.00,0.00
11.11,0.00
11.11,0.00
10.00,0.00
0.00,0.00
0.00,9.09
0.00,9.09
0.00,8.33
8.33,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,25.00
0.00,10.00
0.00,9.09
0.00,15.38
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
15.38,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
9.09,0.00
0.00,11.11
0.00,11.11
0.00,0.00
0.00,0.00
18.18,9.09
0.00,22.22
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,20.00
10.00,0.00
0.00,0.00
0.00,11.11
0.00,9.09
0.00,10.00
0.00,0.00
0.00,16.67
10.00,0.00
0.00,0.00
0.00,9.09
0.00,10.00
0.00,16.67
0.00,18.18
0.00,0.00
0.00,0.00
0.00,8.33
0.00,0.00
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,22.22
0.00,0.00
0.00,0.00
0.00,7.69
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,20.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,9.09
0.00,10.00
0.00,25.00
0.00,25.00
0.00,18.18
0.00,0.00
0.00,14.29
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,36.36
0.00,0.00
10.00,0.00
0.00,9.09
0.00,27.27
10.00,0.00
0.00,10.00
18.18,0.00
25.00,12.50
0.00,0.00
0.00,0.00
0.00,14.29
10.00,0.00
0.00,0.00
20.00,0.00
0.00,0.00
0.00,0.00
10.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,8.33
0.00,0.00
11.11,0.00
9.09,9.09
0.00,0.00
0.00,11.11
0.00,11.11
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,11.11
0.00,0.00
8.33,8.33
0.00,0.00
11.11,0.00
0.00,8.33
0.00,9.09
0.00,0.00
0.00,9.09
9.09,0.00
0.00,10.00
0.00,8.33
0.00,0.00
0.00,22.22
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,8.33
0.00,9.09
0.00,0.00
0.00,0.00
0.00,9.09
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,10.00
0.00,0.00
10.00,10.00
0.00,0.00
0.00,0.00
20.00,0.00
8.33,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,18.18
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,9.09
0.00,11.11
0.00,0.00
8.33,0.00
9.09,0.00
0.00,0.00
0.00,0.00
0.00,0.00
9.09,0.00
0.00,12.50
10.00,0.00
9.09,0.00
9.09,0.00
9.09,0.00
0.00,20.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
10.00,0.00
8.33,8.33
11.11,0.00
0.00,0.00
0.00,11.11
0.00,27.27
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
10.00,0.00
0.00,0.00
8.33,0.00
10.00,0.00
0.00,0.00
0.00,0.00
8.33,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
9.09,0.00
0.00,0.00
0.00,25.00
11.11,0.00
0.00,6.67
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
8.33,0.00
10.00,0.00
0.00,0.00
0.00,0.00
8.33,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
9.09,0.00
0.00,0.00
0.00,25.00
11.11,0.00
0.00,6.67
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
10.00,0.00
0.00,11.11
0.00,9.09
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
7.69,15.38
0.00,0.00
0.00,0.00
0.00,0.00
10.00,10.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,12.50
11.11,0.00
12.50,0.00
12.50,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,0.00
10.00,10.00
0.00,0.00
0.00,8.33
18.18,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,11.11
0.00,10.00
0.00,0.00
7.69,0.00
33.33,0.00
0.00,0.00
0.00,11.11
0.00,0.00
9.09,0.00
0.00,0.00
11.11,0.00
0.00,10.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,11.11
0.00,9.09
11.11,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
9.09,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
10.00,0.00
0.00,10.00
0.00,8.33
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,0.00
9.09,0.00
9.09,0.00
0.00,10.00
0.00,0.00
12.50,12.50
0.00,0.00
9.09,0.00
0.00,0.00
0.00,0.00
0.00,9.09
9.09,0.00
0.00,0.00
11.11,0.00
0.00,11.11
0.00,0.00
0.00,11.11
9.09,9.09
0.00,0.00
0.00,0.00
7.69,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
8.33,8.33
0.00,10.00
7.69,7.69
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,8.33
0.00,10.00
0.00,9.09
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
10.00,0.00
0.00,8.33
10.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
8.33,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,11.11
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
7.69,0.00
0.00,11.11
0.00,0.00
0.00,8.33
22.22,0.00
0.00,0.00
0.00,0.00
0.00,16.67
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,9.09
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
9.09,9.09
0.00,9.09
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
18.18,9.09
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,16.67
0.00,25.00
0.00,7.69
0.00,10.00
0.00,22.22
0.00,25.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,8.33
9.09,0.00
0.00,10.00
0.00,11.11
11.11,0.00
10.00,0.00
9.09,9.09
0.00,10.00
22.22,11.11
0.00,0.00
11.11,11.11
0.00,8.33
0.00,0.00
0.00,0.00
0.00,20.00
9.09,0.00
7.69,7.69
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,11.11
0.00,10.00
0.00,0.00
12.50,0.00
0.00,0.00
0.00,9.09
0.00,0.00
0.00,16.67
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,18.18
0.00,11.11
0.00,18.18
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,0.00
0.00,0.00
9.09,0.00
0.00,0.00
20.00,0.00
9.09,0.00
0.00,8.33
0.00,16.67
0.00,25.00
0.00,11.11
