group,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,total1,total2,total3
Random Random,4,1,7,7,1,4,1,7,6,1,7,4,7,1,5,4,1,4,2,7,102,105,104
Random Random,4,4,7,6,4,6,2,5,6,2,5,2,4,2,5,7,2,1,4,7,101,105,107
Random Random,4,2,7,7,1,4,1,6,7,4,7,7,4,2,5,7,2,2,3,7,102,108,107
Random Random,4,3,7,6,5,5,1,3,5,3,5,4,5,3,5,5,2,7,6,5,106,108,111
Random Random,4,5,5,4,6,4,2,5,4,4,3,1,7,2,5,5,5,3,5,2,99,106,104
Random Random,4,4,6,5,4,5,3,5,5,3,4,5,6,4,5,4,4,3,4,5,97,101,101
Random Random,4,3,5,4,4,5,3,5,4,6,4,1,5,5,5,3,2,3,7,4,101,103,104
Random Random,4,2,6,,2,5,2,6,6,3,5,4,6,2,5,6,1,2,3,6,105,104,105
Random Random,4,3,6,6,4,6,2,5,5,3,5,5,7,3,5,7,3,2,3,5,100,105,105
Random Random,4,3,6,6,4,3,2,5,6,4,6,3,7,3,5,7,5,5,4,3,104,111,105
Random Random,4,2,5,7,3,7,1,4,6,2,6,2,5,5,5,7,2,1,5,6,105,108,112
Random Random,4,3,5,4,5,5,2,5,5,4,3,5,5,3,5,4,4,3,4,3,104,105,106
Random Random,4,3,6,6,4,4,3,4,5,3,6,3,6,4,5,7,3,4,5,5,104,102,103
Random Random,4,2,5,5,4,4,3,5,5,5,4,4,5,1,5,4,4,2,3,4,110,114,113
Random Random,4,7,7,7,5,7,1,5,6,3,5,5,7,1,5,7,1,2,5,3,100,102,106
Random Random,4,3,5,5,3,4,1,4,5,3,5,4,6,4,6,7,3,3,3,4,106,109,110
Random Random,4,2,6,7,4,6,1,5,6,2,7,5,7,1,6,6,2,3,3,6,98,105,102
Random Random,4,5,3,4,5,,1,2,5,4,3,2,5,4,6,6,3,3,5,3,103,104,108
Random Random,4,2,7,4,1,7,1,7,7,2,7,4,7,3,6,7,4,1,1,7,101,104,105
Random Random,4,5,5,4,4,5,2,3,6,3,4,2,6,3,6,6,5,3,3,4,103,104,107
Random Random,4,3,6,6,2,6,1,5,6,2,3,5,7,2,6,3,3,2,3,5,102,109,109
Random Random,4,4,4,4,4,1,4,1,4,7,3,4,5,4,6,1,4,4,4,3,101,104,107
Random Random,4,4,5,5,3,5,1,5,5,3,6,4,6,4,7,6,2,3,4,5,105,108,110
Random Random,4,4,6,5,5,6,1,5,5,3,4,4,5,2,7,6,1,1,3,5,105,108,111
Random Random,4,4,6,5,6,5,2,5,5,6,4,5,6,2,7,5,3,5,4,5,108,111,113
Random Random,4,2,6,5,3,7,4,6,6,1,4,2,6,4,7,7,2,1,1,5,105,106,108
Random Random,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,109,116,113
Random Random,4,5,7,6,4,6,1,5,5,2,7,6,6,3,7,4,2,2,4,6,108,110,109
Random Random,4,3,5,5,2,4,1,3,5,5,5,2,5,2,7,7,4,1,5,4,103,105,102
Random Random,4,4,4,4,4,4,1,4,4,4,4,4,4,4,7,4,4,4,4,4,107,109,114
Random Random,4,4,7,7,4,4,1,7,1,1,7,7,7,1,7,7,4,1,1,7,103,109,106
Random Random,4,2,7,6,2,6,1,6,6,1,6,3,7,2,7,4,1,2,2,7,98,101,102
Random Random,4,3,5,5,4,6,4,5,5,4,,5,3,4,7,4,4,4,4,5,100,104,108
Random Random,4,2,6,7,1,7,1,6,7,1,6,7,4,1,7,6,1,,1,7,103,105,106
Random Random,4,3,6,5,3,6,1,5,5,4,6,4,6,2,7,3,4,3,5,5,107,115,114
Random Random,4,3,3,2,5,4,1,2,3,7,7,2,1,5,7,7,5,3,6,4,106,105,110
Random Not,4,4,5,4,5,5,2,3,4,3,5,3,6,1,7,7,2,4,4,5,103,107,107
Random Not,5,2,6,6,2,6,2,5,5,3,5,6,6,6,,6,4,4,3,5,99,102,103
Random Not,5,3,4,6,3,7,1,5,5,4,7,5,4,5,,7,1,2,2,5,98,105,102
Random Not,5,3,5,6,3,6,1,4,5,2,5,4,5,3,,5,2,3,3,5,103,107,110
Random Not,5,5,5,5,5,5,5,5,5,5,5,5,5,6,,5,6,5,6,5,98,103,102
Random Not,5,5,5,7,3,5,1,5,5,2,7,1,6,2,,3,3,3,3,6,101,101,104
Random Not,5,2,6,6,4,6,1,7,6,2,7,7,6,2,,7,2,6,2,6,102,107,111
Random Not,5,5,6,5,3,3,1,5,4,2,7,1,3,5,,1,5,5,7,4,103,106,107
Random Not,5,2,5,6,2,6,2,6,6,1,6,6,7,1,,7,1,1,1,6,101,104,105
Random Not,5,3,6,5,4,5,3,5,5,3,5,5,6,5,,7,3,3,3,6,111,110,112
Random Not,5,4,5,5,6,5,2,,6,3,6,5,4,5,,6,6,5,4,5,104,106,107
Random Not,5,3,6,6,3,6,1,2,5,3,5,5,6,3,,6,2,6,3,5,97,102,100
Random Not,5,5,6,6,5,4,1,6,6,2,5,5,6,4,,5,3,5,3,6,97,103,105
Random Not,5,2,5,7,3,7,1,5,7,2,7,6,5,1,,7,2,2,2,6,104,107,107
Random Not,5,3,3,5,2,5,2,5,,3,5,3,5,5,,6,4,4,5,5,101,107,110
Random Not,5,4,7,4,5,3,1,5,5,3,3,2,7,2,1,2,4,4,4,4,111,111,116
Random Not,5,2,7,7,2,4,1,6,6,2,5,4,6,2,1,1,2,1,2,6,103,107,107
Random Not,5,2,6,6,2,6,2,5,6,1,7,6,6,2,1,7,1,2,2,6,99,103,105
Random Not,5,4,7,4,4,4,4,5,5,4,4,3,6,3,1,2,4,3,4,4,100,102,106
Random Not,5,2,6,7,4,7,1,6,6,4,4,1,6,2,1,7,1,2,3,5,99,106,107
Random Not,5,3,6,7,3,7,1,5,6,1,7,6,5,2,1,7,1,2,2,6,99,101,100
Random Not,5,1,7,7,1,7,1,7,7,1,7,7,7,1,1,7,1,1,1,7,102,104,106
Random Not,5,3,6,6,4,5,3,5,5,3,4,5,7,1,1,2,3,1,4,4,103,107,106
Random Not,5,4,7,7,4,7,1,6,7,1,7,7,6,2,1,6,2,2,2,6,106,104,106
Random Not,5,4,6,3,4,3,3,3,5,7,3,1,4,1,1,3,4,5,4,5,97,101,103
Random Not,5,2,7,7,2,6,1,6,7,3,7,7,6,2,1,7,1,4,2,7,105,111,111
Random Not,5,2,6,6,2,6,1,7,6,1,6,6,7,1,1,7,2,2,2,6,103,105,109
Random Not,5,3,7,6,2,6,1,6,6,3,6,6,7,2,1,7,2,2,3,6,102,102,107
Random Not,5,2,6,4,4,6,1,5,4,4,6,6,5,1,1,4,3,1,4,5,105,107,106
Random Not,5,2,5,4,5,5,1,3,6,3,5,3,5,1,1,4,5,5,3,5,99,99,104
Random Not,5,5,5,4,5,5,5,6,7,3,4,3,6,3,1,4,4,7,6,2,106,112,113
Random Not,5,3,6,5,2,6,7,6,5,3,6,5,7,5,1,7,2,1,1,6,108,112,109
Random Not,5,5,6,4,4,1,7,5,4,4,1,1,6,4,1,1,5,2,5,3,107,108,109
Random Not,5,3,5,6,2,7,1,6,6,1,6,6,7,1,1,4,1,1,2,6,103,106,104
Random Not,5,2,5,7,3,5,1,6,5,1,6,4,7,4,1,7,1,4,4,4,99,102,103
Random Not,5,3,5,4,3,5,2,5,5,2,4,3,6,2,1,1,4,3,3,4,100,103,106
Random Not,5,1,7,7,1,7,1,7,5,2,5,5,5,2,1,7,1,1,2,6,103,105,106
Random Not,5,3,6,5,2,7,1,4,5,4,4,3,6,1,1,4,2,3,3,3,102,100,104
Random Not,5,3,7,7,3,7,1,6,7,1,7,7,7,1,1,7,1,7,2,7,101,103,105
Random Not,5,2,7,7,2,7,1,7,,1,7,7,7,2,1,6,1,7,1,7,107,111,112
Random Not,5,3,6,6,2,6,1,6,4,3,5,4,7,1,1,5,3,1,3,5,105,106,108
Random Not,5,7,5,2,7,4,1,5,4,6,6,5,5,1,1,4,1,1,1,4,101,107,107
Random Not,5,2,7,7,2,5,1,7,7,1,6,4,7,1,1,7,1,1,1,7,100,103,107
Random Not,5,3,4,6,4,4,3,4,5,3,5,5,6,2,1,5,3,3,3,4,106,109,110
Random Not,5,4,6,7,2,6,1,6,6,2,6,6,6,3,2,6,1,2,2,6,107,111,114
Random Not,5,2,7,7,2,5,1,6,6,1,7,7,7,4,2,7,1,1,2,7,107,110,110
Random Not,5,2,7,7,5,7,1,6,7,2,7,7,7,2,2,6,1,4,2,7,107,107,109
Random Not,5,3,6,6,3,5,1,5,6,2,6,6,5,3,2,6,2,3,2,6,102,103,104
Random Not,5,2,6,6,4,6,1,6,6,1,7,7,7,2,2,6,1,5,5,6,104,106,107
Random Not,5,3,6,7,3,5,2,5,5,1,5,5,7,1,2,7,2,7,1,5,97,104,107
Random Not,5,2,5,7,3,5,1,5,6,3,6,6,6,2,2,6,2,2,2,6,110,113,114
Random Not,5,3,6,6,3,5,1,5,6,3,6,5,6,2,2,7,2,3,3,5,103,108,111
Random Not,5,3,7,6,3,6,1,6,6,2,7,7,6,2,2,3,2,2,1,6,106,105,108
Random Not,5,2,7,6,2,6,1,5,5,1,7,7,7,2,2,7,1,1,1,7,106,107,106
Random Not,5,2,7,7,2,4,2,5,5,2,7,4,7,2,2,7,2,2,2,6,101,102,102
Random Not,5,4,5,7,1,7,1,6,7,1,7,5,6,2,2,7,1,1,1,6,104,106,107
Random Not,5,3,5,6,3,6,1,6,5,1,6,6,5,1,2,6,1,2,3,6,103,105,109
Random Not,5,2,7,6,4,5,1,5,5,4,6,5,5,4,2,7,1,1,4,5,101,106,104
Random Not,5,5,7,6,3,5,2,5,5,3,5,5,6,2,2,4,2,2,2,6,106,109,112
Random Not,5,2,7,7,2,7,1,7,7,1,7,7,7,2,2,7,1,1,1,7,107,107,108
Random Not,5,5,6,6,5,6,1,5,4,5,5,5,5,2,2,3,2,1,3,6,104,106,109
Random Not,5,2,6,6,3,5,1,5,5,3,6,6,6,2,2,6,2,2,3,6,102,107,108
Random Not,5,3,6,6,4,6,1,5,5,2,4,6,7,4,2,7,1,2,2,6,108,107,111
Random Not,5,2,7,7,2,6,1,5,5,1,7,5,5,2,2,5,2,1,1,7,106,106,111
Random Not,5,3,6,6,4,5,2,5,6,2,6,4,6,2,2,7,2,2,2,6,103,104,103
Random Not,5,2,7,6,4,5,1,5,5,2,6,5,6,3,2,3,2,2,4,6,107,109,112
Random Not,5,6,7,7,1,6,1,5,7,1,7,7,7,2,2,7,1,1,1,7,104,107,108
Random Not,5,5,6,6,6,5,2,7,6,2,5,5,7,3,2,6,1,3,4,5,105,109,109
Random Not,5,3,5,6,3,5,2,5,5,2,5,4,5,2,2,6,3,3,3,5,107,108,110
Random Not,5,5,5,5,4,5,2,4,5,2,5,2,7,1,2,1,1,6,3,3,102,108,110
Random Not,5,4,6,7,4,6,2,4,5,3,5,5,4,1,2,7,3,1,3,5,105,108,110
Random Not,5,3,7,7,3,7,1,5,6,1,7,7,5,3,2,1,1,1,1,7,99,102,103
Random Not,5,3,5,5,4,4,2,3,5,4,4,3,3,6,3,7,4,5,5,4,109,111,111
Random Not,5,2,6,6,2,5,1,5,5,2,5,5,6,3,3,7,3,3,3,5,111,114,114
Random Not,5,2,6,7,2,4,2,5,7,2,5,4,7,2,3,5,2,2,2,6,109,110,110
Random Not,5,2,6,5,4,6,3,5,5,1,4,5,2,2,3,7,2,2,3,5,107,106,112
Random Not,5,3,6,6,3,6,3,5,5,3,5,5,6,3,3,6,3,2,3,6,101,104,104
Random Not,5,3,6,7,3,6,1,5,7,1,6,7,7,3,3,7,2,2,3,6,106,104,110
Random Not,5,6,5,5,4,4,1,5,5,4,5,5,7,3,3,5,3,2,4,5,104,108,106
Random Not,5,2,5,7,3,6,1,6,6,3,7,5,5,2,3,7,3,1,2,4,103,107,110
Random Not,5,3,6,7,3,5,1,5,5,3,6,5,6,2,3,7,1,2,1,6,104,108,108
Random Not,5,3,6,6,3,6,1,6,7,2,6,6,6,1,3,6,2,2,2,6,107,106,112
Random Not,5,4,6,5,4,5,2,5,5,2,5,3,6,3,3,6,2,1,3,5,102,106,107
Random Not,5,,5,4,4,6,5,3,6,5,3,4,5,5,3,3,5,5,5,3,105,107,110
Random Not,5,2,7,7,2,7,1,5,6,2,7,6,7,1,3,5,3,2,2,6,104,110,109
Random Not,5,3,6,6,5,6,1,5,6,3,6,5,6,4,3,7,2,3,4,5,106,110,110
Random Not,5,3,7,7,3,7,1,6,7,1,7,7,7,5,3,7,1,1,1,7,98,103,102
Random Not,5,3,6,7,5,7,1,6,6,2,6,6,5,6,3,7,1,2,3,6,106,111,109
Random Not,5,5,5,6,5,7,2,6,6,3,5,5,6,2,3,6,1,2,3,5,101,109,109
Random Not,5,3,6,6,3,6,1,5,6,1,7,6,6,2,3,7,2,4,3,5,105,109,111
Random Not,5,2,6,7,5,6,1,5,6,3,6,6,5,2,3,6,1,5,2,6,105,103,108
Random Not,5,3,5,7,2,6,1,5,5,3,5,5,6,2,3,7,2,4,3,5,112,114,113
Random Not,5,3,6,6,4,6,2,5,5,3,5,5,5,3,3,6,1,3,3,5,108,108,112
Random Not,5,5,5,5,6,5,3,5,5,3,5,5,5,3,3,6,3,2,2,5,106,109,110
Random Not,5,3,6,7,3,7,1,6,6,3,6,3,6,3,3,7,2,3,2,6,101,103,109
Random Not,5,3,3,5,4,5,5,3,5,4,3,3,5,4,3,5,4,3,4,5,101,105,108
Random Not,5,3,7,5,2,6,2,6,6,3,6,5,7,3,3,6,2,5,3,2,103,108,109
Random Not,5,3,6,6,3,6,2,3,6,2,6,4,6,3,3,7,2,4,3,5,106,110,112
Random Not,5,6,5,7,2,6,1,5,,3,5,5,5,,3,7,2,3,6,5,104,106,108
Random Not,5,2,6,7,4,6,1,5,6,1,6,5,6,2,3,7,2,1,3,6,106,106,109
Random Not,5,2,7,6,2,5,1,6,6,2,6,5,6,3,4,6,3,3,3,6,105,108,112
Random Not,5,2,6,6,2,6,1,6,6,2,6,6,7,3,4,6,2,2,3,5,105,105,106
Random Not,5,5,5,5,6,6,5,5,5,5,5,5,5,5,4,4,4,5,3,5,101,106,110
Random Not,5,3,3,5,1,3,3,3,5,5,2,3,6,3,4,3,4,2,4,4,106,104,107
Random Not,5,6,5,4,6,5,4,2,3,4,4,2,5,5,4,5,3,5,4,4,107,113,111
Random Not,5,2,6,7,2,7,2,5,6,1,7,6,6,3,4,6,2,2,2,6,105,106,109
Random Not,5,2,7,7,2,5,2,7,7,2,7,6,7,1,4,5,1,1,2,6,111,112,114
Random Not,5,4,7,7,4,5,1,5,5,3,4,5,5,2,4,2,3,3,3,5,105,109,109
Random Not,5,3,7,6,4,4,1,6,5,2,5,5,7,4,4,3,3,4,3,6,107,110,111
Random Not,5,6,6,6,6,6,1,5,7,2,6,5,5,4,4,7,2,3,4,5,109,114,116
Random Not,5,3,6,6,3,4,2,5,6,3,5,4,5,3,4,6,4,4,3,6,104,108,114
Random Not,5,4,5,6,2,7,1,4,6,2,7,4,7,1,4,2,2,1,2,4,103,109,110
Random Not,5,5,7,5,4,4,1,4,4,3,5,4,5,2,4,7,4,2,5,4,105,108,108
Random Not,5,4,4,4,5,5,3,4,4,3,3,4,5,3,4,5,,,,,113,115,115
Random Not,5,1,7,7,7,7,1,6,7,1,7,7,7,1,4,7,1,1,1,7,102,106,104
Random Not,5,3,5,6,5,5,1,6,5,3,5,3,5,3,4,6,2,3,4,5,104,108,109
Random Not,5,4,6,3,6,3,1,5,4,5,4,4,6,5,4,7,6,4,5,4,106,109,109
Random Not,5,4,5,6,4,5,3,5,6,2,5,5,5,3,4,7,2,2,2,5,107,110,109
Random Not,5,2,5,6,2,5,2,5,6,5,4,3,4,3,4,5,2,2,2,4,99,103,106
Random Not,5,6,3,4,6,2,2,5,3,6,5,2,1,5,4,3,4,6,3,4,100,103,106
Random Not,5,4,6,7,3,7,4,,6,4,4,5,6,3,4,7,1,1,2,7,105,109,110
Random Not,5,3,5,6,4,7,4,4,4,2,6,5,5,2,4,7,2,2,4,6,108,112,111
Random Not,5,2,6,6,3,7,3,5,6,2,6,5,7,3,4,7,3,3,3,6,104,110,109
Random Not,5,3,6,6,3,5,1,6,5,3,5,5,5,5,4,7,1,1,3,5,99,105,104
Random Not,5,3,7,6,3,5,2,5,5,2,6,5,6,2,4,6,2,2,2,6,98,103,102
Random Not,5,3,6,7,3,5,2,5,5,2,5,4,5,4,4,6,2,4,3,5,101,109,106
Random Not,5,3,7,6,4,7,2,5,6,1,7,6,4,2,4,7,1,1,2,7,108,113,112
Random Not,5,4,5,5,4,5,3,5,5,4,5,5,6,3,4,5,3,3,3,5,103,107,104
Random Not,5,3,5,5,4,5,1,5,4,3,4,3,7,3,4,4,3,4,4,5,104,109,109
Random Not,5,2,5,5,4,6,2,5,6,4,5,5,5,1,4,7,4,1,4,5,96,99,104
Random Not,5,4,6,6,5,5,1,5,5,2,5,4,6,2,4,7,2,3,2,5,106,110,108
Random Not,5,4,7,7,4,7,1,5,4,4,3,3,7,4,4,3,3,1,4,4,106,108,110
Random Not,5,2,5,5,3,5,1,4,5,4,4,4,5,3,4,7,2,1,4,4,109,111,112
Random Not,5,3,5,5,3,6,1,5,5,2,5,5,6,2,4,7,2,2,2,5,104,108,112
Random Not,5,4,5,3,2,3,1,2,5,6,3,1,2,6,4,1,3,6,7,3,103,109,112
Random Not,5,3,6,5,3,6,1,5,3,2,5,5,6,2,4,6,2,3,3,6,99,103,105
Random Not,5,2,6,6,1,6,1,6,5,2,6,4,6,1,4,7,2,5,2,6,106,107,109
Random Not,5,2,6,6,2,7,2,6,6,2,7,7,5,1,4,7,3,1,2,6,102,104,104
Random Not,5,3,5,6,4,5,3,5,5,3,5,5,7,2,4,7,1,2,3,5,103,105,108
Random Not,5,4,5,5,5,4,4,1,4,7,1,4,6,4,4,3,2,7,5,5,102,105,110
Random Not,5,3,7,5,3,5,1,6,4,4,6,5,6,2,4,2,4,1,3,4,99,99,103
Random Not,5,3,5,5,6,6,3,5,5,3,5,5,5,2,4,6,3,3,4,5,103,104,108
Random Not,5,3,7,7,3,5,1,5,4,3,6,5,5,2,4,7,,2,3,6,108,110,111
Random Not,5,3,5,5,3,6,1,3,6,4,5,5,4,2,4,6,4,2,3,5,107,104,111
Random Not,5,3,5,5,5,5,1,5,5,2,5,3,3,4,4,4,4,3,3,5,107,111,115
Random Not,5,2,6,5,2,6,2,6,6,2,6,4,6,2,4,3,4,5,3,6,101,107,108
Random Not,5,4,7,7,3,6,2,6,6,2,7,4,6,2,4,6,1,2,1,6,98,103,103
Random Not,5,3,5,4,3,7,3,5,5,1,1,3,5,3,4,3,5,4,3,4,98,102,103
Random Not,5,3,5,6,3,6,2,5,5,3,7,5,5,2,4,6,2,2,3,5,98,103,103
Random Not,5,2,6,7,4,4,1,5,6,3,6,6,5,4,4,7,3,3,4,4,108,109,111
Random Not,5,4,5,5,5,5,2,5,5,2,5,4,5,4,4,7,4,3,4,4,104,105,109
Random Not,5,4,5,5,6,5,1,5,5,2,5,5,4,5,5,5,3,3,3,5,104,110,109
Random Not,5,3,6,5,3,6,1,6,6,2,7,5,6,2,5,6,2,2,3,6,104,105,109
Random Not,5,5,7,6,5,6,1,6,5,2,5,3,7,1,5,7,3,2,1,5,101,104,106
Random Not,5,2,6,6,2,5,1,5,6,2,5,5,6,2,5,7,3,2,3,6,105,110,111
Random Not,5,3,7,7,4,7,1,4,7,4,7,7,7,1,5,6,1,1,7,7,102,101,103
Random Not,5,3,6,6,2,5,1,5,6,3,5,5,6,2,5,7,1,2,2,5,108,113,115
Random Not,5,2,6,6,2,5,1,5,5,1,7,6,7,2,5,7,1,2,2,7,100,103,104
Random Not,5,3,5,6,3,5,2,5,6,3,6,5,6,2,5,3,2,2,3,5,103,104,109
Random Not,5,3,6,5,3,7,1,5,5,2,4,5,5,2,5,7,2,1,3,5,100,105,108
Random Not,5,4,3,3,4,5,6,3,3,5,2,3,5,2,5,3,5,3,3,2,102,109,109
Random Not,5,3,4,5,3,5,1,4,5,3,5,4,6,4,5,3,4,4,5,5,103,106,107
Random Not,5,3,5,4,4,4,2,5,3,5,3,3,7,5,5,3,4,4,3,5,101,106,109
Random Not,5,5,7,6,6,6,6,5,6,5,6,5,5,5,5,6,7,6,5,6,105,107,109
Random Not,5,3,5,5,3,6,3,2,4,5,4,5,7,2,5,3,4,1,3,5,102,107,106
Random Not,5,4,4,4,5,6,5,4,4,5,4,,6,5,5,,6,5,5,5,103,106,110
Random Not,5,4,7,7,5,5,3,6,6,3,2,1,5,1,5,2,3,6,7,5,104,102,102
Random Not,5,4,5,5,5,5,5,5,5,5,6,6,6,5,5,3,5,3,4,3,103,107,108
Random Not,5,4,6,6,3,5,1,5,5,3,6,5,6,3,5,6,2,2,2,6,98,102,104
Random Not,5,5,7,5,4,6,1,5,5,6,6,5,7,5,5,7,3,2,2,6,109,109,112
Random Not,5,4,6,7,3,7,2,6,7,1,7,7,7,3,5,7,1,1,3,7,97,104,105
Random Not,5,3,7,7,2,7,1,6,7,1,7,6,6,3,5,7,1,1,3,6,102,105,106
Random Not,5,1,7,7,2,4,3,5,6,2,3,4,7,2,5,3,2,7,1,6,104,107,109
Random Not,5,2,6,6,2,7,2,5,6,2,7,5,7,2,5,7,2,2,3,5,102,106,113
Random Not,5,3,5,3,3,3,5,6,6,2,2,1,5,4,5,6,6,7,5,3,103,108,106
Random Not,5,2,3,6,3,7,1,7,7,2,5,3,2,1,5,7,3,1,5,4,108,108,114
Random Not,5,3,7,6,4,5,1,7,6,3,6,5,7,2,5,7,3,2,4,7,98,101,102
Random Not,5,2,5,5,1,7,1,5,6,3,5,4,4,1,5,6,2,4,4,5,104,109,108
Random Not,5,2,6,5,5,5,6,5,6,7,5,6,4,6,5,7,6,5,6,,102,106,109
Random Not,5,6,7,6,6,7,5,5,7,1,7,4,7,3,5,7,2,1,2,7,105,107,107
Random Not,5,6,6,7,5,7,1,6,6,3,6,7,6,5,5,7,1,1,1,7,107,109,108
Random Not,5,3,1,7,3,6,2,4,5,7,3,2,4,5,5,3,6,4,1,4,97,100,104
Random Not,5,4,6,5,3,6,2,5,5,3,5,4,7,1,5,7,2,3,3,5,95,98,102
Random Not,5,4,6,7,4,5,1,5,6,2,6,6,6,1,5,6,2,1,2,6,98,98,97
Random Not,5,2,5,5,2,6,2,5,5,4,5,2,5,5,5,7,4,2,2,5,99,101,103
Random Not,5,3,5,7,5,6,1,5,5,1,7,7,5,5,5,1,1,2,2,6,96,100,104
Random Not,5,5,5,4,2,3,3,5,3,5,4,3,5,2,5,3,4,5,3,4,109,113,115
Random Not,5,5,4,7,3,5,6,3,5,4,5,3,6,4,5,6,5,4,6,5,100,106,109
Random Not,5,2,5,6,2,5,3,5,7,5,3,2,7,2,5,3,4,6,2,2,102,106,107
Random Not,5,5,6,5,4,5,3,6,5,3,5,5,4,5,5,2,3,3,5,6,104,106,106
Random Not,5,5,4,6,3,5,3,5,3,5,4,4,5,5,5,5,4,4,4,4,104,103,107
Random Not,5,3,7,6,3,6,1,6,6,2,6,4,7,5,6,7,2,4,3,6,105,111,109
Random Not,5,7,3,4,6,5,3,3,4,5,2,3,7,2,6,7,5,3,5,3,107,106,108
Random Not,5,3,5,5,4,4,1,6,4,5,4,1,6,2,6,4,3,2,3,5,104,106,104
Random Not,5,5,7,2,6,5,1,5,5,6,1,1,7,4,6,7,1,2,3,4,103,108,108
Random Not,5,4,6,6,3,6,1,7,5,1,7,5,1,1,6,6,3,2,3,5,95,99,102
Random Not,5,3,7,7,4,6,2,6,6,2,6,5,6,6,6,7,1,2,1,7,105,108,108
Random Not,5,2,6,6,4,7,1,6,6,5,7,5,,5,6,7,1,3,3,6,96,101,103
Random Not,5,2,5,1,2,6,1,5,5,2,,6,6,2,6,6,1,1,1,6,102,104,105
Random Not,5,5,5,4,6,5,2,6,5,5,3,4,6,3,6,3,3,3,5,4,106,108,108
Random Not,5,2,7,7,3,5,1,6,6,3,6,5,7,1,6,3,2,2,1,7,104,108,110
Random Not,5,3,4,4,4,5,2,4,4,5,2,3,6,5,6,3,4,4,3,4,102,101,102
Random Not,5,3,7,7,4,7,1,5,5,2,6,4,7,1,6,7,2,1,3,5,105,108,108
Random Not,5,4,6,6,3,5,4,5,5,3,5,3,6,2,6,3,3,2,3,5,107,107,109
Random Not,5,3,6,7,4,6,1,5,4,5,7,7,5,3,6,6,2,1,4,7,106,105,110
Random Not,5,2,5,5,3,5,3,4,5,3,5,4,6,2,6,5,5,3,2,4,109,113,116
Random Not,5,3,5,5,5,5,2,6,5,3,5,5,7,1,6,3,3,3,3,5,104,108,110
Random Not,5,3,6,6,5,7,2,5,6,4,7,4,5,3,6,7,2,4,3,6,107,111,107
Random Not,5,6,6,6,5,7,1,6,6,2,6,5,5,2,6,7,2,2,2,5,107,108,108
Random Not,5,7,7,5,6,5,7,6,6,5,5,6,6,6,6,6,6,6,6,6,101,105,106
Random Not,5,3,5,6,3,5,2,5,5,3,6,3,4,2,6,4,3,3,3,5,109,110,115
Random Not,5,3,6,5,5,5,3,5,5,2,6,5,6,5,6,6,2,2,3,6,103,109,108
Random Not,5,3,6,6,6,5,3,5,6,2,6,4,4,4,6,7,4,1,3,5,103,104,108
Random Not,5,4,6,6,4,7,1,6,6,2,5,4,7,2,6,5,4,3,4,4,111,117,119
Random Not,5,3,6,6,3,7,1,5,5,5,5,6,4,4,6,6,2,3,2,5,99,104,104
Random Not,5,3,6,6,3,7,1,5,5,4,6,5,7,6,6,7,2,1,4,4,96,101,101
Random Not,5,3,7,7,2,7,1,6,6,1,7,6,7,1,6,7,1,1,2,7,104,104,107
Random Not,5,3,5,5,5,5,3,5,4,5,3,4,5,5,6,7,5,1,3,3,103,106,105
Random Not,5,3,6,5,2,5,2,5,5,4,6,2,5,2,6,6,3,1,4,6,104,110,111
Random Not,5,3,5,5,6,3,1,5,6,4,5,5,6,5,6,5,5,5,5,3,107,108,111
Random Not,5,4,5,7,5,7,1,7,7,1,5,7,5,3,6,6,3,3,5,5,106,106,111
Random Not,5,3,4,5,4,5,1,4,5,2,6,4,5,3,6,7,3,3,4,3,106,109,108
Random Not,5,3,7,7,3,6,2,6,6,2,7,5,7,2,7,5,3,1,2,7,111,115,117
Random Not,5,3,6,6,2,5,3,6,5,3,5,4,7,2,7,2,3,3,4,6,104,106,106
Random Not,5,5,4,5,5,3,1,6,5,4,2,2,7,1,7,5,2,1,6,3,109,109,111
Random Not,5,3,6,7,5,5,1,5,4,1,7,6,7,3,7,7,3,2,2,6,107,109,112
Random Not,5,3,7,7,5,6,1,5,7,4,7,4,7,4,7,7,1,1,1,7,102,103,106
Random Not,5,3,7,6,2,5,1,6,5,3,5,6,7,1,7,6,1,3,3,5,104,108,107
Random Not,5,3,5,7,2,7,1,5,7,2,7,7,7,4,7,7,1,1,2,5,106,106,110
Random Not,5,2,5,5,2,7,2,5,5,3,4,5,6,2,7,7,3,2,3,5,98,104,104
Random Not,5,3,7,6,3,7,2,5,5,2,5,6,5,2,7,7,3,2,3,6,98,103,104
Random Not,5,3,6,6,3,7,1,5,6,3,7,6,6,2,7,7,1,2,2,5,103,107,105
Random Not,5,5,5,7,6,6,1,5,6,5,1,4,7,1,7,7,2,2,2,6,106,104,106
Random Not,5,2,4,3,2,4,1,4,3,3,4,2,4,2,7,7,3,2,2,4,102,106,107
Random Not,5,4,5,5,5,4,1,4,4,4,4,5,5,4,7,3,4,3,3,5,104,106,108
Random Not,5,4,6,5,2,4,1,3,4,5,4,1,5,2,7,6,4,3,3,4,108,111,112
Random Not,5,5,6,6,5,4,1,5,4,2,4,5,6,2,7,7,3,1,5,5,105,108,110
